snapshot_date,product_id,product_name,warehouse_id,ABC_class,current_inventory,current_inventory_value,average_daily_demand,forecast_daily_demand,planning_daily_demand,demand_variability,standard_lead_time_days,safety_stock,reorder_point,eoq,stockout_risk,overstock_risk,recommended_order_quantity,transfer_from_warehouse,inventory_action
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH06,C,7,80.99,0.02,0.02,0.02,0.32,55,1.0,2.0,16.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH07,C,0,0.0,0.0,0.0,0.0,0.49,55,2.0,2.0,0.0,Critical,Low,2.0,WH06,TRANSFER STOCK
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH08,C,5,57.85,0.0,0.0,0.0,0.24,55,1.0,1.0,7.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH09,C,5,57.85,0.02,0.02,0.02,0.34,55,2.0,3.0,19.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH10,C,4,46.28,0.02,0.02,0.02,0.14,55,1.0,2.0,16.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH11,C,3,34.71,0.0,0.0,0.0,0.19,55,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00170,Meridian Deluxe Electric Kettle,WH12,C,4,46.28,0.0,0.0,0.0,0.58,55,3.0,3.0,7.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH01,B,1,4.88,0.1,0.1,0.1,0.19,48,1.0,6.0,61.0,High,Low,61.0,WH09,TRANSFER STOCK
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH02,B,1,4.88,0.12,0.12,0.12,0.49,48,2.0,8.0,67.0,High,Low,67.0,WH09,TRANSFER STOCK
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH03,B,4,19.52,0.07,0.07,0.07,0.55,48,2.0,6.0,53.0,Medium,Low,53.0,WH09,REORDER SOON
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH04,B,4,19.52,0.1,0.1,0.1,0.19,48,1.0,6.0,60.0,High,Low,60.0,WH09,TRANSFER STOCK
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH05,B,3,14.64,0.08,0.08,0.08,0.0,48,0.0,4.0,55.0,High,Low,55.0,WH09,TRANSFER STOCK
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH06,B,23,112.24,0.08,0.08,0.08,0.98,48,4.0,8.0,54.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH07,B,8,39.04,0.0,0.0,0.0,3.05,48,13.0,13.0,0.0,Medium,High,5.0,WH09,REORDER SOON
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH08,B,2,9.76,0.03,0.03,0.03,0.54,48,2.0,3.0,32.0,Medium,Low,32.0,WH09,REORDER SOON
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH09,B,25,122.0,0.13,0.13,0.13,1.41,48,6.0,12.0,69.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH10,B,6,29.28,0.03,0.03,0.03,0.14,48,1.0,2.0,33.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH11,B,10,48.8,0.03,0.03,0.03,0.78,48,3.0,4.0,33.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00171,Foundry Compact Electric Toothbrush,WH12,B,4,19.52,0.09,0.09,0.09,0.0,48,0.0,4.0,58.0,High,Low,58.0,WH09,TRANSFER STOCK
2026-12-28,P00172,Silverpine Compact Soundbar,WH01,B,2,67.8,0.02,0.02,0.02,0.52,23,2.0,2.0,11.0,Medium,Medium,11.0,WH02,REORDER SOON
2026-12-28,P00172,Silverpine Compact Soundbar,WH02,B,9,305.1,0.0,0.0,0.0,0.34,23,1.0,1.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH03,B,4,135.6,0.01,0.01,0.01,0.27,23,1.0,1.0,8.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH04,B,6,203.4,0.02,0.02,0.02,0.58,23,2.0,3.0,11.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH05,B,7,237.3,0.02,0.02,0.02,0.69,23,2.0,2.0,11.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH06,B,5,169.5,0.01,0.01,0.01,0.57,23,2.0,2.0,8.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH07,B,3,101.7,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH08,B,4,135.6,0.01,0.01,0.01,0.83,23,2.0,2.0,6.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH09,B,3,101.7,0.06,0.06,0.06,0.48,23,1.0,2.0,17.0,Low,Low,0.0,WH02,HOLD
2026-12-28,P00172,Silverpine Compact Soundbar,WH10,B,4,135.6,0.0,0.0,0.0,0.19,23,1.0,1.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH11,B,3,101.7,0.01,0.01,0.01,0.0,23,0.0,0.0,7.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00172,Silverpine Compact Soundbar,WH12,B,3,101.7,0.01,0.01,0.01,0.0,23,0.0,0.0,6.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH01,C,8,60.0,0.02,0.02,0.02,0.0,68,0.0,1.0,22.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH02,C,2,15.0,0.01,0.01,0.01,0.0,68,0.0,1.0,16.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH03,C,3,22.5,0.03,0.03,0.03,0.14,68,1.0,3.0,27.0,Medium,Medium,27.0,WH10,REORDER SOON
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH04,C,6,45.0,0.04,0.04,0.04,0.19,68,1.0,4.0,33.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH05,C,3,22.5,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH06,C,2,15.0,0.0,0.0,0.0,0.19,68,1.0,1.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH07,C,2,15.0,0.0,0.0,0.0,0.14,68,1.0,1.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH08,C,3,22.5,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH09,C,3,22.5,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH10,C,12,90.0,0.0,0.0,0.0,0.19,68,1.0,1.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH11,C,2,15.0,0.03,0.03,0.03,0.0,68,0.0,2.0,27.0,High,Low,27.0,WH10,TRANSFER STOCK
2026-12-28,P00173,Meridian Series 2 Mystery Novel,WH12,C,1,7.5,0.0,0.0,0.0,0.14,68,1.0,1.0,11.0,Medium,High,11.0,WH10,REORDER SOON
2026-12-28,P00174,Meridian Everyday Shin Guards,WH01,C,4,177.0,0.0,0.0,0.0,0.27,41,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH02,C,5,221.25,0.01,0.01,0.01,0.44,41,2.0,2.0,7.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH03,C,3,132.75,0.0,0.0,0.0,0.0,41,0.0,0.0,4.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH04,C,1,44.25,0.0,0.0,0.0,0.38,41,2.0,2.0,0.0,Medium,High,1.0,WH06,REORDER SOON
2026-12-28,P00174,Meridian Everyday Shin Guards,WH05,C,2,88.5,0.0,0.0,0.0,0.0,41,0.0,0.0,4.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH06,C,8,354.0,0.01,0.01,0.01,0.0,41,0.0,0.0,7.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH07,C,2,88.5,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH08,C,0,0.0,0.01,0.01,0.01,0.36,41,1.0,1.0,7.0,Critical,Low,7.0,WH06,TRANSFER STOCK
2026-12-28,P00174,Meridian Everyday Shin Guards,WH09,C,3,132.75,0.02,0.02,0.02,0.14,41,1.0,2.0,8.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH10,C,3,132.75,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH11,C,2,88.5,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00174,Meridian Everyday Shin Guards,WH12,C,4,177.0,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH01,B,2,38.12,0.0,0.0,0.0,0.47,13,1.0,1.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH02,B,7,133.42,0.04,0.04,0.04,0.61,13,1.0,1.0,19.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH03,B,2,38.12,0.02,0.02,0.02,0.0,13,0.0,0.0,13.0,Low,Medium,0.0,WH02,MONITOR
2026-12-28,P00175,Silverpine Premium Basketball,WH04,B,4,76.24,0.03,0.03,0.03,0.43,13,1.0,1.0,18.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH05,B,2,38.12,0.01,0.01,0.01,0.14,13,0.0,0.0,9.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH06,B,7,133.42,0.0,0.0,0.0,0.24,13,1.0,1.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH07,B,4,76.24,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH08,B,3,57.18,0.0,0.0,0.0,0.0,13,0.0,0.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH09,B,2,38.12,0.03,0.03,0.03,0.45,13,1.0,1.0,16.0,Low,Low,0.0,WH02,HOLD
2026-12-28,P00175,Silverpine Premium Basketball,WH10,B,4,76.24,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH11,B,4,76.24,0.0,0.0,0.0,0.92,13,2.0,2.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00175,Silverpine Premium Basketball,WH12,B,3,57.18,0.02,0.02,0.02,0.14,13,0.0,0.0,12.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH01,C,4,10.64,0.01,0.01,0.01,0.0,37,0.0,0.0,27.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH02,C,2,5.32,0.01,0.01,0.01,0.14,37,1.0,1.0,27.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH03,C,3,7.98,0.0,0.0,0.0,0.0,37,0.0,0.0,19.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH04,C,3,7.98,0.01,0.01,0.01,0.53,37,2.0,2.0,27.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH05,C,4,10.64,0.01,0.01,0.01,0.0,37,0.0,0.0,27.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH06,C,0,0.0,0.0,0.0,0.0,0.27,37,1.0,1.0,0.0,Critical,Low,1.0,WH12,TRANSFER STOCK
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH07,C,4,10.64,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH08,C,4,10.64,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH09,C,2,5.32,0.01,0.01,0.01,0.0,37,0.0,1.0,31.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH10,C,4,10.64,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH11,C,3,7.98,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P00176,Fernwood Everyday Plus Breakfast Bar Box,WH12,C,5,13.3,0.0,0.0,0.0,0.24,37,1.0,1.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH01,C,1,9.53,0.0,0.0,0.0,0.14,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH02,C,1,9.53,0.0,0.0,0.0,0.14,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH03,C,2,19.06,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH04,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH05,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH06,C,2,19.06,0.0,0.0,0.0,0.14,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH07,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH08,C,2,19.06,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH09,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH10,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH11,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00177,Ridgeline Deluxe Cycling Gloves,WH12,C,1,9.53,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH01,A,10,250.5,0.09,0.09,0.09,0.92,23,3.0,5.0,26.0,Low,Medium,0.0,WH09,MONITOR
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH02,A,16,400.8,0.12,0.12,0.12,1.4,23,4.0,7.0,29.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH03,A,3,75.15,0.12,0.12,0.12,0.65,23,2.0,5.0,30.0,Medium,Low,30.0,WH09,REORDER SOON
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH04,A,6,150.3,0.19,0.19,0.19,1.04,23,3.0,7.0,37.0,Medium,Low,37.0,WH09,REORDER SOON
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH05,A,2,50.1,0.13,0.13,0.13,0.38,23,1.0,4.0,31.0,High,Low,31.0,WH09,TRANSFER STOCK
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH06,A,10,250.5,0.06,0.06,0.06,0.94,23,3.0,4.0,22.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH07,A,32,801.6,0.02,0.02,0.02,1.08,23,3.0,4.0,13.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH08,A,1,25.05,0.05,0.05,0.05,0.3,23,1.0,2.0,19.0,High,Low,19.0,WH09,TRANSFER STOCK
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH09,A,81,2029.05,0.26,0.26,0.26,3.44,23,10.0,16.0,44.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH10,A,4,100.2,0.08,0.08,0.08,0.0,23,0.0,2.0,24.0,Low,Low,0.0,WH09,HOLD
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH11,A,2,50.1,0.03,0.03,0.03,0.19,23,1.0,2.0,14.0,Medium,Low,14.0,WH09,REORDER SOON
2026-12-28,P00178,Lumino Classic Pillow 2-Pack,WH12,A,4,100.2,0.06,0.06,0.06,0.0,23,0.0,1.0,22.0,Low,Low,0.0,WH09,HOLD
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH01,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH02,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH03,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,4.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH04,C,0,0.0,0.0,0.0,0.0,0.24,32,1.0,1.0,0.0,Critical,Low,1.0,WH11,TRANSFER STOCK
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH05,C,2,65.8,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH06,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH07,C,1,32.9,0.0,0.0,0.0,0.14,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH08,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH09,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH10,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH11,C,2,65.8,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00179,Timbercrest Everyday Plus Tire Shine Kit,WH12,C,1,32.9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH01,C,3,62.22,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH02,C,4,82.96,0.0,0.0,0.0,0.19,22,1.0,1.0,5.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH03,C,4,82.96,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH04,C,2,41.48,0.01,0.01,0.01,0.14,22,0.0,0.0,9.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH05,C,3,62.22,0.02,0.02,0.02,0.0,22,0.0,0.0,13.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH06,C,3,62.22,0.01,0.01,0.01,0.0,22,0.0,0.0,9.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH07,C,3,62.22,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH08,C,4,82.96,0.0,0.0,0.0,0.27,22,1.0,1.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH09,C,2,41.48,0.0,0.0,0.0,0.14,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH10,C,0,0.0,0.0,0.0,0.0,0.4,22,1.0,1.0,0.0,Critical,Low,1.0,WH02,TRANSFER STOCK
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH11,C,4,82.96,0.0,0.0,0.0,0.14,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00180,Amberfield Everyday Plus Pillow 2-Pack,WH12,C,4,82.96,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH01,B,4,130.56,0.02,0.02,0.02,0.27,54,1.0,2.0,11.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH02,B,11,359.04,0.02,0.02,0.02,0.7,54,3.0,4.0,9.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH03,B,0,0.0,0.02,0.02,0.02,0.27,54,1.0,2.0,9.0,Critical,Low,9.0,WH02,TRANSFER STOCK
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH04,B,2,65.28,0.02,0.02,0.02,0.44,54,2.0,3.0,10.0,Medium,Medium,10.0,WH02,REORDER SOON
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH05,B,1,32.64,0.02,0.02,0.02,0.46,54,2.0,3.0,9.0,Medium,Low,9.0,WH02,REORDER SOON
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH06,B,3,97.92,0.0,0.0,0.0,0.65,54,3.0,3.0,5.0,Medium,High,5.0,WH02,REORDER SOON
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH07,B,6,195.84,0.0,0.0,0.0,0.96,54,4.0,4.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH08,B,4,130.56,0.0,0.0,0.0,0.47,54,2.0,2.0,5.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH09,B,7,228.48,0.03,0.03,0.03,0.69,54,3.0,4.0,12.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH10,B,0,0.0,0.02,0.02,0.02,0.34,54,2.0,3.0,10.0,Critical,Low,10.0,WH02,TRANSFER STOCK
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH11,B,2,65.28,0.0,0.0,0.0,0.49,54,2.0,2.0,4.0,Medium,High,4.0,WH02,REORDER SOON
2026-12-28,P00181,Rockridge Compact Adjustable Dumbbell Set,WH12,B,1,32.64,0.0,0.0,0.0,0.52,54,2.0,2.0,5.0,Medium,High,5.0,WH02,REORDER SOON
2026-12-28,P00182,Solstice Pro Counting Puzzle,WH01,C,3,12.42,0.04,0.04,0.04,0.36,38,1.0,3.0,44.0,Medium,Low,44.0,WH08,REORDER SOON
2026-12-28,P00182,Solstice Pro Counting Puzzle,WH02,C,3,12.42,0.01,0.01,0.01,0.14,38,1.0,1.0,19.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00182,Solstice Pro Counting Puzzle,WH03,C,0,0.0,0.03,0.03,0.03,0.36,38,1.0,2.0,34.0,Critical,Low,34.0,WH08,TRANSFER STOCK
2026-12-28,P00182,Solstice Pro Counting Puzzle,WH04,C,2,8.28,0.0,0.0,0.0,0.27,38,1.0,1.0,11.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P00182,Solstice Pro Counting Puzzle,WH05,C,4,16.56,0.0,0.0,0.0,0.47,38,2.0,2.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
