supplier_id,supplier_name,supplier_region,country,supplier_type,quality_rating,reliability_score,payment_terms_days,average_lead_time_days,on_time_delivery_rate,defect_rate,capacity_units_per_month,supplier_status,completed_po_count,late_po_count,partial_po_count,actual_late_delivery_rate,partial_delivery_rate,late_delivery_flag,quality_risk_flag,supplier_risk_score
SUP160,Palisade Enterprises,Europe,Germany,Contract Packager,4,71.6,45,15,0.9167,0.0159,19322,Active,33,2,6,0.06060606060606061,0.18181818181818182,0,0,17.99
SUP161,Quinlan Industries,East Asia,China,Manufacturer,4,79.4,30,42,0.9303,0.0255,32262,Active,94,11,6,0.11702127659574468,0.06382978723404255,0,0,18.55
SUP162,Elmsworth Corporation,Latin America,Brazil,Manufacturer,4,79.3,30,51,0.9085,0.0129,17798,Active,41,3,6,0.07317073170731707,0.14634146341463414,0,0,15.32
SUP163,Pacific Rim Industries,Southeast Asia,Vietnam,Manufacturer,3,43.0,30,43,0.82,0.0467,16963,Inactive,68,7,13,0.10294117647058823,0.19117647058823528,0,0,39.82
SUP164,Rockford Supply Co. (2),East Asia,China,Wholesaler,4,60.9,30,24,0.9106,0.0253,175627,Active,375,38,36,0.10133333333333333,0.096,0,0,24.31
SUP165,Amberton Fabrication,North America,United States,Wholesaler,4,68.7,15,8,0.8591,0.0178,13713,Active,68,11,5,0.16176470588235295,0.07352941176470588,0,0,22.29
SUP166,Dunmore Supply Co.,Southeast Asia,Indonesia,Distributor,5,97.2,30,35,0.995,0.0056,17237,Active,14,0,1,0.0,0.07142857142857142,0,0,2.36
SUP167,Elmsworth Corporation (2),Europe,Germany,Distributor,4,83.5,60,22,0.9304,0.0101,4790,Active,0,0,0,0.0,0.0,0,0,11.72
SUP168,Vaultis Components,Europe,Germany,Manufacturer,4,72.3,60,7,0.9058,0.0198,12441,Active,38,5,5,0.13157894736842105,0.13157894736842105,0,0,20.09
SUP169,Vaultis Enterprises,Southeast Asia,Vietnam,Manufacturer,4,89.3,30,28,0.9779,0.0086,4169,Active,16,1,0,0.0625,0.0,0,0,9.35
SUP170,Wrenfield Fabrication (2),Latin America,Brazil,Manufacturer,4,76.6,45,27,0.9471,0.0233,61487,Active,157,6,21,0.03821656050955414,0.1337579617834395,0,0,17.24
SUP171,Rockford Holdings,Southeast Asia,Vietnam,Manufacturer,4,82.6,45,52,0.9573,0.0178,743892,Active,1856,76,181,0.040948275862068964,0.09752155172413793,0,0,13.85
SUP172,Cedarwood Corporation,South Asia,Bangladesh,Manufacturer,5,90.3,60,45,0.9124,0.0107,19503,Active,15,1,0,0.06666666666666667,0.0,0,0,8.78
SUP173,Crestmark Components,Southeast Asia,Vietnam,Wholesaler,5,93.2,30,42,0.9619,0.005,4373,Active,0,0,0,0.0,0.0,0,0,4.24
SUP174,Brightfield Holdings,Latin America,Brazil,Distributor,4,73.5,30,26,0.9191,0.0254,83700,Active,235,19,29,0.08085106382978724,0.12340425531914893,0,0,20.04
SUP175,Silvertip Supply Co.,East Asia,China,Wholesaler,5,93.1,30,46,0.9688,0.0112,12888,Active,8,0,0,0.0,0.0,0,0,5.65
SUP176,Cedarwood Industries,East Asia,China,Manufacturer,4,52.5,15,47,0.8702,0.0399,132488,Active,512,70,55,0.13671875,0.107421875,0,0,32.02
SUP177,Ivywood Fabrication,South Asia,India,Manufacturer,4,89.3,30,19,0.9691,0.0086,21497,Active,78,2,7,0.02564102564102564,0.08974358974358974,0,0,9.02
SUP178,Marlowe Corporation (2),Middle East,Turkey,Manufacturer,4,79.5,60,45,0.9399,0.019,14377,Active,51,3,5,0.058823529411764705,0.09803921568627451,0,0,15.78
SUP179,Timbergate Global,Europe,Poland,Manufacturer,4,79.7,60,20,0.9277,0.0185,24230,Active,108,5,7,0.046296296296296294,0.06481481481481481,0,0,15.72
SUP180,Cedarwood Components (3),North America,Canada,Manufacturer,4,60.9,30,17,0.8447,0.0254,71072,Active,212,36,25,0.16981132075471697,0.1179245283018868,0,0,27.01
SUP181,Kingsford Trading Co.,Europe,Poland,Manufacturer,5,96.9,30,11,0.9627,0.0078,22890,Active,28,1,3,0.03571428571428571,0.10714285714285714,0,0,4.35
SUP182,Cedarwood Ltd.,Europe,Poland,Manufacturer,4,85.3,30,9,0.9584,0.0191,16794,Active,38,1,3,0.02631578947368421,0.07894736842105263,0,0,13.12
SUP183,Kestrel Fabrication (2),South Asia,Bangladesh,Distributor,4,78.5,30,21,0.9094,0.0193,23655,Active,62,7,9,0.11290322580645161,0.14516129032258066,0,0,17.73
SUP184,Highmoor Trading Co. (2),Southeast Asia,Vietnam,Manufacturer,4,71.0,45,21,0.9174,0.029,6887,Active,69,1,8,0.014492753623188406,0.11594202898550725,0,0,20.73
SUP185,Foundry Row Components (2),Europe,Germany,Manufacturer,3,48.4,15,15,0.8387,0.0479,46938,Inactive,167,26,22,0.15568862275449102,0.1317365269461078,0,0,38.82
SUP186,Cedarwood Holdings (2),North America,United States,Manufacturer,4,83.3,60,11,0.9595,0.0102,3810,Active,11,0,0,0.0,0.0,0,0,11.07
SUP187,NorthPoint Corporation,Southeast Asia,Indonesia,Manufacturer,3,53.5,90,32,0.7848,0.0416,17841,Probation,14,3,3,0.21428571428571427,0.21428571428571427,1,0,37.94
SUP188,Novagen Inc.,East Asia,China,Manufacturer,5,83.9,45,25,0.9398,0.0057,71203,Active,148,8,16,0.05405405405405406,0.10810810810810811,0,0,8.57
SUP189,Vaultis Supply Co.,North America,Canada,Manufacturer,5,90.1,45,2,0.995,0.0071,42130,Active,29,0,1,0.0,0.034482758620689655,0,0,4.87
SUP190,Ashgrove Components (3),Southeast Asia,Vietnam,Distributor,4,91.0,45,49,0.9346,0.0173,58622,Active,170,12,19,0.07058823529411765,0.11176470588235295,0,0,12.22
SUP191,Everline Group,Latin America,Brazil,Manufacturer,3,57.9,30,44,0.8225,0.0402,27590,Active,223,43,29,0.19282511210762332,0.13004484304932734,0,0,35.01
SUP192,Ashford Trading Co.,Southeast Asia,Vietnam,Wholesaler,3,53.6,30,64,0.8782,0.0355,114143,Probation,436,50,43,0.11467889908256881,0.09862385321100918,0,0,32.56
SUP193,Ashgrove Ltd. (2),East Asia,China,Manufacturer,4,75.2,45,33,0.9249,0.0221,86112,Active,277,21,27,0.07581227436823104,0.09747292418772563,0,0,18.48
SUP194,Ashford Corporation,Europe,Germany,Manufacturer,4,80.5,15,3,0.9551,0.0167,49665,Active,249,10,25,0.040160642570281124,0.10040160642570281,0,0,14.25
SUP195,Sterling Global (2),East Asia,China,Manufacturer,3,34.5,60,49,0.8085,0.0531,86394,Probation,344,60,43,0.1744186046511628,0.125,0,1,45.33
SUP196,Driftline Global,East Asia,South Korea,Manufacturer,4,72.6,30,34,0.929,0.0219,70473,Active,201,13,15,0.06467661691542288,0.07462686567164178,0,0,18.94
SUP197,Quinlan Group,North America,United States,Manufacturer,3,38.4,30,16,0.8221,0.0519,17937,Inactive,116,13,23,0.11206896551724138,0.19827586206896552,0,1,42.58
SUP198,Cedarwood Enterprises (2),Europe,Italy,Wholesaler,3,63.6,30,19,0.8961,0.0309,6339,Active,4,0,1,0.0,0.25,0,0,26.24
SUP199,Everline Manufacturing (2),East Asia,South Korea,Manufacturer,4,73.1,90,40,0.9663,0.0245,48215,Active,91,1,7,0.01098901098901099,0.07692307692307693,0,0,17.7
SUP200,Cedarwood Manufacturing,Southeast Asia,Vietnam,Distributor,3,39.7,30,62,0.844,0.0472,55715,Inactive,101,12,13,0.1188118811881188,0.12871287128712872,0,0,40.57
SUP201,Vantage Industries (2),Europe,Germany,Manufacturer,3,47.2,30,15,0.8212,0.0405,104197,Probation,286,51,46,0.17832167832167833,0.16083916083916083,0,0,38.11
SUP202,Meridian Enterprises,Middle East,Turkey,Manufacturer,4,69.4,30,31,0.9055,0.0243,10130,Active,14,2,1,0.14285714285714285,0.07142857142857142,0,0,22.26
SUP203,Meridian Trading Co.,South Asia,Bangladesh,Manufacturer,3,61.4,45,33,0.8945,0.04,10484,Active,6,1,0,0.16666666666666666,0.0,0,0,31.72
SUP204,Novagen Corporation,East Asia,China,Manufacturer,4,72.5,90,18,0.9316,0.0252,50457,Active,83,3,9,0.03614457831325301,0.10843373493975904,0,0,19.3
SUP205,Meridian Components,East Asia,China,Manufacturer,4,93.4,30,52,0.9511,0.0118,27396,Active,56,3,2,0.05357142857142857,0.03571428571428571,0,0,9.46
SUP206,Ironbridge Global (2),Southeast Asia,Vietnam,Contract Packager,4,84.7,60,20,0.9678,0.009,3399,Active,19,0,0,0.0,0.0,0,0,10.14
SUP207,Rockford Enterprises,East Asia,China,Distributor,4,71.6,30,29,0.9216,0.0226,45770,Active,70,7,6,0.1,0.08571428571428572,0,0,20.13
SUP208,Pacific Rim Industries (2),North America,Mexico,Contract Packager,4,87.6,45,11,0.995,0.0159,3532,Active,0,0,0,0.0,0.0,0,0,10.32
SUP209,Silvertip Ltd.,East Asia,China,Manufacturer,5,77.4,15,21,0.9104,0.0198,10026,Active,19,0,0,0.0,0.0,0,0,13.97
SUP210,Silvertip Inc.,South Asia,Bangladesh,Wholesaler,3,70.7,30,24,0.901,0.0171,140707,Active,267,19,24,0.07116104868913857,0.0898876404494382,0,0,21.61
SUP211,Quinlan Global,North America,Mexico,Distributor,3,57.8,45,24,0.8357,0.0447,242465,Probation,841,123,102,0.14625445897740785,0.12128418549346016,0,0,35.14
SUP212,Timbergate Supply Co.,North America,United States,Distributor,3,65.7,45,11,0.8861,0.0254,7347,Active,23,0,1,0.0,0.043478260869565216,0,0,24.49
SUP213,Elmsworth Corporation (3),East Asia,South Korea,Contract Packager,4,71.5,30,39,0.8973,0.026,20357,Active,188,15,21,0.0797872340425532,0.11170212765957446,0,0,21.31
SUP214,Sterling Holdings (2),Europe,Germany,Distributor,3,52.9,60,13,0.7931,0.0396,31226,Probation,204,47,29,0.23039215686274508,0.14215686274509803,1,0,37.66
SUP215,Ashford Manufacturing,North America,Mexico,Wholesaler,4,85.8,90,12,0.9373,0.014,230593,Active,546,33,47,0.06043956043956044,0.08608058608058608,0,0,12.73
SUP216,Ironbridge Ltd.,North America,Canada,Distributor,4,63.3,30,10,0.9072,0.0295,16868,Active,27,0,4,0.0,0.14814814814814814,0,0,23.2
SUP217,Wrenfield Holdings (2),East Asia,China,Manufacturer,4,70.1,45,46,0.8805,0.0258,17181,Active,10,0,2,0.0,0.2,0,0,20.91
SUP218,Highmoor Corporation (2),East Asia,China,Distributor,5,95.9,45,51,0.995,0.0014,176493,Active,733,3,51,0.004092769440654843,0.06957708049113233,0,0,1.77
SUP219,Jasperline Components,Latin America,Brazil,Manufacturer,5,88.2,30,20,0.969,0.0067,19322,Active,83,2,5,0.024096385542168676,0.060240963855421686,0,0,6.35
SUP220,Rockford Corporation,South Asia,India,Wholesaler,3,38.4,60,62,0.8235,0.056,68223,Probation,370,57,46,0.15405405405405406,0.12432432432432433,0,1,44.2
SUP221,Fernway Corporation,Southeast Asia,Vietnam,Wholesaler,5,98.6,30,43,0.9839,0.001,5439,Active,11,1,0,0.09090909090909091,0.0,0,0,2.44
SUP222,Fernway Industries,South Asia,India,Manufacturer,4,85.9,45,41,0.9804,0.0036,24418,Active,44,2,3,0.045454545454545456,0.06818181818181818,0,0,8.8
SUP223,Sterling Supply Co.,North America,United States,Manufacturer,3,75.6,30,22,0.9043,0.0287,4409,Active,0,0,0,0.0,0.0,0,0,21.89
SUP224,Amberton Ltd.,Latin America,Brazil,Manufacturer,4,74.7,30,49,0.9364,0.0216,8833,Active,12,0,2,0.0,0.16666666666666666,0,0,17.08
SUP225,Foundry Row Manufacturing,Southeast Asia,Vietnam,Manufacturer,3,48.6,45,53,0.8422,0.0406,78048,Probation,762,121,105,0.15879265091863518,0.1377952755905512,0,0,36.9
SUP226,Everline Trading Co. (2),Latin America,Brazil,Manufacturer,3,61.6,45,41,0.8701,0.0311,28074,Active,51,5,4,0.09803921568627451,0.0784313725490196,0,0,29.01
SUP227,Calderon Components,East Asia,China,Distributor,3,52.3,60,41,0.8572,0.0374,20600,Probation,57,10,6,0.17543859649122806,0.10526315789473684,0,0,34.86
SUP228,Elmsworth Fabrication,North America,United States,Distributor,4,83.2,90,18,0.9357,0.0146,12568,Active,19,4,1,0.21052631578947367,0.05263157894736842,1,0,15.96
SUP229,Ironbridge Inc.,North America,United States,Wholesaler,4,67.9,30,20,0.9125,0.0275,23069,Active,3,0,0,0.0,0.0,0,0,21.19
SUP230,Jasperline Enterprises (2),East Asia,China,Manufacturer,4,84.7,30,40,0.9836,0.013,42036,Active,7,0,1,0.0,0.14285714285714285,0,0,10.75
SUP231,Delta Trading Co. (2),East Asia,China,Manufacturer,4,85.6,30,18,0.9374,0.0192,92075,Active,318,21,36,0.0660377358490566,0.11320754716981132,0,0,14.18
SUP232,Jasperline Holdings (2),South Asia,India,Manufacturer,5,89.6,30,31,0.9681,0.0076,1453,Active,1,0,0,0.0,0.0,0,0,5.82
SUP233,Calderon Enterprises,Middle East,Turkey,Wholesaler,1,17.2,30,27,0.7843,0.0619,11424,Inactive,112,25,22,0.22321428571428573,0.19642857142857142,1,1,59.06
SUP234,Everline Trading Co. (3),North America,United States,Manufacturer,4,74.2,60,8,0.9365,0.0268,35702,Active,90,7,5,0.07777777777777778,0.05555555555555555,0,0,19.69
SUP235,Vaultis Supply Co. (2),Latin America,Brazil,Manufacturer,5,85.9,45,43,0.9503,0.0129,26537,Active,98,3,13,0.030612244897959183,0.1326530612244898,0,0,9.16
SUP236,Ironbridge Trading Co.,Europe,Germany,Manufacturer,5,86.9,15,2,0.9198,0.006,47282,Active,173,9,20,0.05202312138728324,0.11560693641618497,0,0,8.22
SUP237,Dunmore Group,South Asia,India,Wholesaler,4,80.6,30,34,0.961,0.0117,40444,Active,161,4,20,0.024844720496894408,0.12422360248447205,0,0,12.59
SUP238,Ashford Inc.,Europe,Germany,Manufacturer,3,57.7,45,6,0.8163,0.0406,20940,Active,66,9,6,0.13636363636363635,0.09090909090909091,0,0,34.48
SUP239,Cedarwood Group,East Asia,China,Distributor,4,62.2,30,33,0.9399,0.0274,16222,Active,39,3,3,0.07692307692307693,0.07692307692307693,0,0,23.35
SUP240,Ironbridge Fabrication (2),East Asia,China,Distributor,5,97.1,30,32,0.9825,0.002,22419,Active,25,0,2,0.0,0.08,0,0,1.81
SUP241,Comet Enterprises,Europe,Germany,Distributor,2,25.8,30,23,0.8003,0.0581,111419,Probation,384,67,45,0.17447916666666666,0.1171875,0,1,51.89
SUP242,Vantage Inc. (2),Europe,Germany,Manufacturer,4,90.8,30,8,0.9302,0.0131,12813,Active,28,2,3,0.07142857142857142,0.10714285714285714,0,0,11.35
SUP243,Silvertip Inc. (2),Southeast Asia,Vietnam,Manufacturer,4,79.2,30,38,0.9045,0.0133,27661,Active,2,0,0,0.0,0.0,0,0,14.45
SUP244,Timbergate Industries,South Asia,Bangladesh,Manufacturer,4,84.4,45,36,0.9422,0.0157,36711,Active,51,1,3,0.0196078431372549,0.058823529411764705,0,0,12.84
SUP245,Quinlan Holdings (2),North America,United States,Manufacturer,3,59.8,30,14,0.8772,0.0319,178868,Active,626,64,77,0.10223642172523961,0.12300319488817892,0,0,29.64
SUP246,Comet Industries,Europe,Italy,Distributor,3,57.7,45,19,0.856,0.0385,21050,Active,40,8,2,0.2,0.05,0,0,33.92
SUP247,Everline Fabrication,North America,United States,Manufacturer,4,79.9,45,6,0.9248,0.0232,89557,Active,346,22,27,0.06358381502890173,0.07803468208092486,0,0,17.16
SUP248,Jasperline Trading Co.,South Asia,India,Manufacturer,4,85.8,60,35,0.995,0.0102,122612,Active,163,0,15,0.0,0.09202453987730061,0,0,9.44
SUP249,Harborlight Group (2),Southeast Asia,Indonesia,Manufacturer,2,31.9,30,23,0.7976,0.0575,27631,Probation,104,15,14,0.14423076923076922,0.1346153846153846,0,1,49.53
SUP250,Delta Components,South Asia,India,Distributor,4,72.6,30,51,0.9431,0.0219,23334,Active,132,6,11,0.045454545454545456,0.08333333333333333,0,0,18.3
SUP251,Amberton Global,North America,United States,Manufacturer,4,87.4,30,10,0.9669,0.0106,20365,Active,77,5,5,0.06493506493506493,0.06493506493506493,0,0,10.73
SUP252,Meridian Supply Co.,Europe,Italy,Distributor,2,31.6,30,20,0.8104,0.0599,22155,Inactive,8,1,0,0.125,0.0,0,1,49.61
SUP253,Vantage Industries (3),South Asia,India,Manufacturer,5,86.5,30,58,0.9394,0.0139,79410,Active,130,3,15,0.023076923076923078,0.11538461538461539,0,0,9.39
SUP254,Highmoor Corporation (3),Southeast Asia,Vietnam,Contract Packager,2,37.6,45,48,0.7456,0.0536,38780,Inactive,82,17,15,0.2073170731707317,0.18292682926829268,1,1,49.09
SUP255,Harborlight Corporation,Southeast Asia,Vietnam,Distributor,1,15.2,30,21,0.7491,0.0628,38971,Probation,114,24,16,0.21052631578947367,0.14035087719298245,1,1,60.57
SUP256,Ashgrove Group (4),North America,Canada,Manufacturer,3,50.4,15,16,0.8784,0.0404,8152,Active,62,7,6,0.11290322580645161,0.0967741935483871,0,0,34.71
SUP257,Driftline Global (2),Europe,Germany,Manufacturer,3,45.4,30,15,0.8238,0.0408,9773,Probation,2,0,0,0.0,0.0,0,0,35.98
SUP258,Novagen Enterprises (2),East Asia,China,Manufacturer,3,61.3,45,43,0.8665,0.0389,349746,Active,920,105,124,0.11413043478260869,0.13478260869565217,0,0,31.38
SUP259,Vaultis Holdings,East Asia,China,Manufacturer,5,94.5,60,22,0.9544,0.0059,24234,Active,78,1,6,0.01282051282051282,0.07692307692307693,0,0,4.46
SUP260,Rockford Group (2),North America,United States,Manufacturer,5,96.9,45,8,0.995,0.0052,12198,Active,4,0,0,0.0,0.0,0,0,2.35
SUP261,Ironbridge Group,East Asia,China,Wholesaler,5,87.9,45,55,0.9829,0.0147,154163,Active,322,6,26,0.018633540372670808,0.08074534161490683,0,0,8.01
SUP262,Everline Components,Europe,Germany,Distributor,3,50.5,45,15,0.8507,0.0396,41113,Probation,87,7,11,0.08045977011494253,0.12643678160919541,0,0,34.69
SUP263,Jasperline Manufacturing,Southeast Asia,Vietnam,Manufacturer,4,77.5,45,44,0.9515,0.0096,57808,Active,54,0,3,0.0,0.05555555555555555,0,0,12.86
SUP264,Ashford Fabrication,East Asia,China,Distributor,4,89.7,30,27,0.9459,0.0171,25368,Active,106,7,16,0.0660377358490566,0.1509433962264151,0,0,12.21
SUP265,Larkspur Components,Latin America,Brazil,Manufacturer,5,100.0,45,20,0.9763,0.0038,20610,Active,17,0,1,0.0,0.058823529411764705,0,0,1.54
SUP266,Amberton Inc. (2),East Asia,China,Contract Packager,4,64.6,45,46,0.8594,0.0304,24464,Active,39,6,5,0.15384615384615385,0.1282051282051282,0,0,26.54
SUP267,Marlowe Corporation (3),Southeast Asia,Vietnam,Manufacturer,4,72.2,30,22,0.8588,0.0234,6062,Active,8,1,0,0.125,0.0,0,0,22.1
SUP268,Novagen Fabrication (2),East Asia,China,Distributor,4,71.1,45,22,0.9148,0.0235,26873,Active,6,2,0,0.3333333333333333,0.0,1,0,24.18
SUP269,Quinlan Components,East Asia,China,Wholesaler,4,62.1,30,30,0.9074,0.0228,41791,Active,36,1,2,0.027777777777777776,0.05555555555555555,0,0,22.3
SUP270,Silvertip Holdings,East Asia,China,Manufacturer,3,54.1,45,21,0.8881,0.0351,249704,Active,619,55,65,0.0888529886914378,0.1050080775444265,0,0,31.68
SUP271,Vantage Industries (4),East Asia,China,Manufacturer,4,65.8,15,35,0.9349,0.0263,32823,Active,54,4,5,0.07407407407407407,0.09259259259259259,0,0,22.07
SUP272,Everline Supply Co.,East Asia,South Korea,Manufacturer,2,39.0,45,48,0.8613,0.0418,2030,Inactive,0,0,0,0.0,0.0,0,1,39.72
SUP273,Foundry Row Manufacturing (2),East Asia,China,Wholesaler,3,58.8,60,57,0.8306,0.0371,26687,Probation,4,1,0,0.25,0.0,1,0,34.62
SUP274,Vaultis Manufacturing,North America,United States,Manufacturer,2,31.8,30,19,0.7821,0.0548,694141,Inactive,2322,471,331,0.20284237726098192,0.1425495262704565,1,1,50.15
SUP275,Harborlight Enterprises,North America,Mexico,Distributor,4,91.5,30,4,0.9707,0.005,80525,Active,352,8,28,0.022727272727272728,0.07954545454545454,0,0,7.37
SUP276,Calderon Inc.,South Asia,India,Wholesaler,2,36.0,15,40,0.8587,0.0495,11702,Probation,9,1,3,0.1111111111111111,0.3333333333333333,0,1,44.27
SUP277,Timbergate Supply Co. (2),Southeast Asia,Vietnam,Wholesaler,3,49.0,15,53,0.8738,0.0413,58675,Probation,52,5,8,0.09615384615384616,0.15384615384615385,0,0,35.22
SUP278,Ashford Trading Co. (2),South Asia,Bangladesh,Manufacturer,4,96.2,90,32,0.9901,0.0063,12666,Active,4,0,0,0.0,0.0,0,0,5.46
SUP279,Kingsford Manufacturing (3),Europe,Italy,Manufacturer,4,78.9,30,14,0.9213,0.0172,6267,Active,25,2,3,0.08,0.12,0,0,16.3
SUP280,Pacific Rim Industries (3),Europe,Italy,Distributor,4,72.4,30,12,0.8863,0.0247,19918,Active,1,0,0,0.0,0.0,0,0,19.8
SUP281,Vaultis Group (2),East Asia,China,Manufacturer,4,44.6,30,35,0.8473,0.0424,33033,Inactive,141,28,23,0.19858156028368795,0.16312056737588654,0,0,36.52
SUP282,Kestrel Industries,East Asia,South Korea,Wholesaler,5,90.7,90,15,0.9451,0.0098,3453,Active,34,0,4,0.0,0.11764705882352941,0,0,6.61
SUP283,Vaultis Ltd. (3),Southeast Asia,Vietnam,Manufacturer,4,75.9,30,26,0.9316,0.0203,7930,Active,2,0,1,0.0,0.5,0,0,16.51
SUP284,Calderon Group,Southeast Asia,Vietnam,Manufacturer,3,40.2,45,36,0.8371,0.0409,30088,Probation,98,17,10,0.17346938775510204,0.10204081632653061,0,0,39.84
SUP285,Wrenfield Inc.,North America,United States,Wholesaler,3,44.9,30,20,0.8651,0.0454,18594,Probation,31,3,1,0.0967741935483871,0.03225806451612903,0,0,37.7
SUP286,Vaultis Corporation (2),South Asia,India,Manufacturer,5,91.3,15,34,0.957,0.0078,46818,Active,37,0,3,0.0,0.08108108108108109,0,0,5.64
SUP287,Graystone Group (2),East Asia,China,Manufacturer,3,48.3,45,58,0.8062,0.0391,7355,Probation,0,0,0,0.0,0.0,0,0,35.13
SUP288,Ashgrove Ltd. (3),Southeast Asia,Indonesia,Manufacturer,1,13.1,15,37,0.7486,0.0743,67591,Probation,318,62,60,0.1949685534591195,0.18867924528301888,0,1,63.85
SUP289,Elmsworth Manufacturing,South Asia,Bangladesh,Manufacturer,3,54.9,45,37,0.8445,0.0386,7621,Probation,20,5,2,0.25,0.1,1,0,35.82
SUP290,Fernway Holdings,East Asia,China,Wholesaler,3,44.0,30,33,0.8535,0.0334,196643,Probation,413,62,46,0.15012106537530268,0.11138014527845036,0,0,36.06
SUP291,Everline Enterprises,Europe,Germany,Manufacturer,4,54.1,45,24,0.8659,0.036,4133,Active,1,0,0,0.0,0.0,0,0,28.62
SUP292,Cedarwood Enterprises (3),East Asia,China,Manufacturer,4,73.4,45,29,0.9026,0.0274,8464,Active,201,20,21,0.09950248756218906,0.1044776119402985,0,0,21.26
SUP293,Silvertip Inc. (3),Latin America,Brazil,Manufacturer,4,70.4,45,24,0.9156,0.0253,48049,Active,48,3,4,0.0625,0.08333333333333333,0,0,20.75
SUP294,Palisade Enterprises (2),East Asia,China,Contract Packager,3,52.3,15,36,0.8343,0.0383,201565,Active,605,91,87,0.15041322314049588,0.14380165289256197,0,0,35.28
SUP295,NorthPoint Inc.,Europe,Italy,Manufacturer,4,93.3,45,18,0.9583,0.0052,42715,Active,324,24,28,0.07407407407407407,0.08641975308641975,0,0,7.96
SUP296,Everline Manufacturing (3),Europe,Poland,Contract Packager,2,33.8,90,20,0.7997,0.0523,56800,Inactive,94,19,14,0.20212765957446807,0.14893617021276595,1,1,48.47
SUP297,Larkspur Fabrication,Middle East,Turkey,Wholesaler,3,46.5,30,47,0.8135,0.0464,30338,Probation,116,19,17,0.16379310344827586,0.14655172413793102,0,0,39.77
SUP298,Brightfield Ltd.,Europe,Germany,Manufacturer,2,26.5,30,26,0.7458,0.0536,9133,Inactive,13,1,0,0.07692307692307693,0.0,0,1,50.46
SUP299,Calderon Corporation,Europe,Germany,Wholesaler,4,72.1,60,10,0.9279,0.0212,16922,Active,37,5,4,0.13513513513513514,0.10810810810810811,0,0,20.0
SUP300,Comet Supply Co.,North America,United States,Distributor,5,86.5,30,16,0.9805,0.014,7378,Active,2,0,0,0.0,0.0,0,0,8.04
