product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status,total_net_sales,total_units_sold,ABC_class,fast_moving_flag,slow_moving_flag,high_value_flag
P00438,ELE-00438-3399,Norwell Advanced Lens Filter Set,Electronics,Cameras & Accessories,Norwell,77.61,163.99,SUP115,42,117,,False,2026-05-08,Active,21262.77,137,A,0,0,1
P00439,CLO-00439-7685,Vaultis Pro Crew Neck Tee 3-Pack,Clothing,Men's Apparel,Vaultis,32.59,71.99,SUP274,22,112,,False,2025-01-06,Active,478.15,7,C,0,1,1
P00440,BEA-00440-2402,Sunneva Deluxe Hair Dryer,Beauty,Haircare,Sunneva,9.23,20.99,SUP028,45,317,234.0,False,2024-04-17,Active,856.67,43,C,0,0,0
P00441,TOY-00441-2446,Ridgeline Classic Backyard Game Set,Toys,Outdoor Play,Ridgeline,1.78,3.99,SUP028,44,917,,False,2024-08-20,Active,158.48,41,C,0,1,0
P00442,TOY-00442-3323,NorthPoint X200 Construction Blocks,Toys,Building Sets,NorthPoint,17.63,44.99,SUP116,15,181,,False,2024-01-13,Active,9763.48,236,A,0,0,1
P00443,BEA-00443-9987,Vertex Signature Body Mist,Beauty,Fragrances,Vertex,1.85,4.99,SUP271,38,436,157.0,True,2025-09-09,Seasonal,197.84,42,C,0,0,0
P00444,BOO-00444-5365,Trailhaven X200 Graphic Novel Vol. 1,Books,Comics & Graphic Novels,Trailhaven,3.99,6.99,SUP274,23,287,,False,2026-05-03,Active,282.0,43,C,0,0,0
P00445,HOM-00445-3635,NorthPoint Max Pillow 2-Pack,Home & Kitchen,Bedding & Linens,NorthPoint,14.12,31.99,SUP277,58,191,,True,2024-12-22,Seasonal,1341.94,45,C,0,0,0
P00446,BOO-00446-8564,Norwell Premium Early Reader Set,Books,Children's Books,Norwell,2.02,3.99,SUP028,56,523,,False,2026-02-26,Active,1506.35,401,C,1,0,0
P00447,ELE-00447-6988,Ridgeline Everyday Wireless Mouse,Electronics,Laptop Accessories,Ridgeline,14.92,30.99,SUP201,15,173,,False,2024-11-08,Active,13550.83,471,A,1,0,0
P00448,BEA-00448-3455,Aurelia Elite Sunscreen SPF50,Beauty,Skincare,Aurelia,7.91,15.99,SUP176,44,287,393.0,False,2025-02-23,Active,2778.47,187,B,0,0,0
P00449,HOM-00449-9638,Fernwood X200 Drawer Dividers,Home & Kitchen,Storage & Organization,Fernwood,29.67,53.99,SUP009,27,145,,True,2024-07-14,Seasonal,17064.64,344,A,1,0,0
P00450,AUT-00450-9915,Crestmark Compact Roof Rack,Automotive,Exterior Accessories,Crestmark,12.07,16.99,SUP191,43,184,,False,2024-01-05,Active,10618.15,673,A,1,0,0
P00451,BEA-00451-7806,Solstice Deluxe Fragrance Gift Set,Beauty,Fragrances,Solstice,4.95,7.99,SUP199,41,357,535.0,False,2024-05-28,Discontinued,22.91,3,C,0,1,0
P00452,BOO-00452-4478,Quinley Compact Self-Help Guide,Books,Non-Fiction,Quinley,2.77,4.99,SUP182,9,585,,True,2025-06-16,Seasonal,1053.39,230,C,0,0,0
P00453,BEA-00453-4147,Lumino Compact Cologne,Beauty,Fragrances,Lumino,19.47,51.99,SUP052,48,186,179.0,False,2024-03-31,Active,1970.9,41,C,0,1,1
P00454,GRO-00454-3602,Amberfield X200 Sports Drink Case,Grocery,Beverages,Amberfield,2.54,3.99,SUP084,48,661,384.0,True,2026-01-14,Seasonal,101.43,28,C,0,1,0
P00455,HOM-00455-9286,UrbanNest Classic Stock Pot,Home & Kitchen,Cookware,UrbanNest,15.86,33.99,SUP159,13,160,,False,2026-04-16,Active,1409.83,46,C,0,0,0
P00456,PER-00456-1709,UrbanNest Max Protein Powder,Personal Care,Vitamins & Supplements,UrbanNest,4.61,7.99,SUP028,57,350,222.0,False,2024-09-17,Active,1923.11,257,C,1,0,0
P00457,TOY-00457-2913,Norwell Signature Water Blaster,Toys,Outdoor Play,Norwell,4.23,10.99,SUP030,7,429,,False,2024-09-03,Active,8815.97,859,A,1,0,0
P00458,HOM-00458-2570,Fernwood Signature Coffee Maker,Home & Kitchen,Small Appliances,Fernwood,6.85,9.99,SUP199,42,424,,False,2024-06-06,Active,352.0,37,C,0,1,0
P00459,TOY-00459-6709,Comet Deluxe Sidewalk Chalk Set,Toys,Outdoor Play,Comet,8.36,17.99,SUP034,48,309,,False,2025-01-08,Active,3291.17,199,B,0,0,0
P00460,BEA-00460-1850,Fernwood Compact Makeup Brush Set,Beauty,Makeup,Fernwood,14.52,37.99,SUP008,17,170,276.0,False,2026-04-05,Active,34977.79,990,A,1,0,1
P00461,ELE-00461-7704,Silverpine Advanced Fitness Tracker,Electronics,Wearable Tech,Silverpine,12.0,25.99,SUP040,20,139,,False,2024-12-21,Active,41207.15,1708,A,1,0,0
P00462,CLO-00462-2248,Sunneva Compact Training Jacket,Clothing,Activewear,Sunneva,6.42,12.99,SUP019,15,330,,False,2025-12-01,Active,39.56,3,C,0,1,0
P00463,HOM-00463-4211,Vaultis Classic Comforter,Home & Kitchen,Bedding & Linens,Vaultis,36.91,80.99,SUP073,25,173,,False,2024-10-20,Active,96888.18,1287,A,1,0,1
P00464,HOM-00464-2671,Silverpine Classic Cookware Set,Home & Kitchen,Cookware,Silverpine,27.44,44.99,SUP218,46,168,,False,2025-02-12,Active,12743.72,302,A,1,0,0
P00465,SPO-00465-8480,Amberfield Pro Resistance Bands Set,Sports,Fitness Equipment,Amberfield,25.51,41.99,SUP231,21,143,,True,2025-03-26,Seasonal,321.67,8,C,0,1,0
P00466,GRO-00466-6763,Halcyon Elite Pasta Sauce Jar,Grocery,Condiments & Sauces,Halcyon,3.46,5.99,SUP019,13,292,398.0,True,2026-04-05,Seasonal,135.32,24,C,0,1,0
P00467,AUT-00467-5252,Willowbrook Compact License Plate Frame,Automotive,Exterior Accessories,Willowbrook,17.23,34.99,SUP159,13,127,,True,2025-03-30,Seasonal,18300.45,564,A,1,0,0
P00468,SPO-00468-9430,NorthPoint Deluxe Massage Roller,Sports,Yoga & Wellness,NorthPoint,41.65,78.99,SUP022,60,141,,False,2025-07-08,Active,7529.75,103,B,0,0,1
P00469,AUT-00469-8752,Vanture Signature Roof Rack,Automotive,Exterior Accessories,Vanture,65.41,122.99,SUP042,15,77,,False,2026-02-18,Discontinued,0.0,0,C,0,1,1
P00470,BOO-00470-6140,Crestmark Premium History Hardcover,Books,Non-Fiction,Crestmark,2.71,4.11,SUP231,16,431,,False,2026-05-11,Active,712.9,184,C,0,0,0
P00471,AUT-00471-2930,Foundry Advanced Wheel Cover Set,Automotive,Tire & Wheel Care,Foundry,8.15,15.99,SUP290,31,220,,False,2026-03-27,Active,4012.79,271,B,1,0,0
P00472,BEA-00472-2024,Pinnacle Classic Eau de Parfum,Beauty,Fragrances,Pinnacle,2.43,7.99,SUP068,29,745,84.0,False,2024-04-04,Active,374.68,51,C,0,0,0
P00473,CLO-00473-9059,Vanture Compact School Uniform Set,Clothing,Kids' Apparel,Vanture,12.26,19.99,SUP226,40,190,,False,2024-04-12,Active,2715.91,149,B,0,0,0
P00474,CLO-00474-7375,Aurelia Max Chino Pants,Clothing,Men's Apparel,Aurelia,7.25,12.99,SUP087,10,220,,True,2025-02-02,Seasonal,5158.35,430,B,1,0,0
P00475,PER-00475-5797,Foundry Lite Cotton Swabs Bulk,Personal Care,Personal Hygiene,Foundry,3.49,7.99,SUP231,16,404,422.0,False,2024-11-16,Active,314.06,41,C,0,1,0
P00476,HOM-00476-1845,Timbercrest Compact Sheet Set,Home & Kitchen,Bedding & Linens,Timbercrest,14.89,33.99,SUP159,15,242,,False,2025-09-11,Active,311.07,10,C,0,1,0
P00477,CLO-00477-4857,Timbercrest Lite Training Jacket,Clothing,Activewear,Timbercrest,3.28,5.99,SUP159,15,437,,False,2025-01-29,Active,258.73,45,C,0,0,0
P00478,TOY-00478-9609,Willowbrook Signature Sidewalk Chalk Set,Toys,Outdoor Play,Willowbrook,10.03,16.99,SUP244,33,313,,False,2025-01-07,Discontinued,0.0,0,C,0,1,0
P00479,BEA-00479-3118,Palisade X200 Fragrance Gift Set,Beauty,Fragrances,Palisade,19.01,30.99,SUP198,21,207,435.0,True,2024-03-23,Discontinued,0.0,0,C,0,1,1
P00480,AUT-00480-3780,Cedarwood Ultra Wheel Cleaner,Automotive,Tire & Wheel Care,Cedarwood,7.72,15.99,SUP290,40,258,,False,2024-11-14,Discontinued,0.0,0,C,0,1,0
P00481,BEA-00481-1927,Timbercrest Deluxe Loofah & Soap Set,Beauty,Bath & Body,Timbercrest,14.26,25.99,SUP099,18,278,130.0,False,2025-06-05,Active,2586.71,106,B,0,0,1
P00482,HOM-00482-3750,Silverpine Everyday Coffee Maker,Home & Kitchen,Small Appliances,Silverpine,32.11,50.99,SUP281,36,85,,False,2025-09-26,Active,14376.93,303,A,1,0,0
P00483,BOO-00483-3620,Brightline Everyday Manga Box Set,Books,Comics & Graphic Novels,Brightline,5.61,9.99,SUP248,39,422,,True,2024-06-02,Seasonal,226.38,25,C,0,1,0
P00484,BEA-00484-8004,Amberfield Pro Hair Dryer,Beauty,Haircare,Amberfield,5.89,15.99,SUP147,24,344,327.0,False,2025-07-06,Active,1092.24,74,C,0,0,0
P00485,ELE-00485-4578,Ridgeline Ultra Car Mount,Electronics,Mobile Accessories,Ridgeline,28.0,48.99,SUP149,67,123,,False,2025-06-06,Active,2395.91,53,B,0,0,0
P00486,ELE-00486-7211,Ashford Deluxe Tripod Kit,Electronics,Cameras & Accessories,Ashford,69.31,131.99,SUP270,20,81,,False,2024-09-14,Active,2300.59,19,B,0,1,0
P00487,HOM-00487-6391,Lumino Deluxe Nonstick Frying Pan,Home & Kitchen,Cookware,Lumino,19.61,42.99,SUP165,7,190,,False,2026-03-22,Active,12975.18,324,A,1,0,0
P00488,TOY-00488-3569,Rockridge Series 2 Alphabet Learning Set,Toys,Educational Toys,Rockridge,45.5,91.99,SUP084,49,89,,False,2025-02-08,Discontinued,363.93,4,C,0,1,1
P00489,AUT-00489-7509,Rockridge Advanced Seat Cover Set,Automotive,Interior Accessories,Rockridge,38.17,67.99,SUP012,27,133,,False,2024-08-28,Active,2655.03,41,B,0,1,1
P00490,CLO-00490-8719,Pinnacle Everyday Plus Compression Shorts,Clothing,Activewear,Pinnacle,13.02,19.99,SUP077,23,227,,True,2025-10-06,Seasonal,333.61,19,C,0,1,0
P00491,ELE-00491-1384,Ridgeline Everyday Tripod Kit,Electronics,Cameras & Accessories,Ridgeline,54.61,81.99,SUP052,57,124,,False,2024-06-21,Active,26686.85,353,A,1,0,0
P00492,CLO-00492-7348,Aurelia Advanced Performance Tank,Clothing,Activewear,Aurelia,4.53,7.99,SUP028,51,286,,False,2025-07-25,Active,977.61,129,C,0,0,0
P00493,AUT-00493-9562,Driftwood Pro Tire Inflator,Automotive,Tire & Wheel Care,Driftwood,4.42,6.99,SUP191,51,351,,False,2025-09-14,Active,15775.71,2438,A,1,0,0
P00494,TOY-00494-6080,Foundry Ultra Strategy Game,Toys,Board Games & Puzzles,Foundry,8.15,15.99,SUP113,49,288,,False,2025-02-17,Active,3031.41,204,B,0,0,0
P00495,GRO-00495-3237,Crestmark Classic Protein Bar Box,Grocery,Snacks,Crestmark,2.57,3.99,SUP022,60,644,94.0,False,2024-07-04,Active,1853.81,497,C,1,0,0
P00496,ELE-00496-1813,Rockridge Deluxe Car Mount,Electronics,Mobile Accessories,Rockridge,266.77,581.99,SUP084,54,36,,False,2024-08-25,Active,15312.94,28,A,0,1,1
P00497,PER-00497-7106,Harborlight Series 2 Toothbrush 4-Pack,Personal Care,Oral Care,Harborlight,10.9,18.99,SUP028,47,203,293.0,False,2024-07-21,Active,572.45,33,C,0,1,1
P00498,AUT-00498-1935,Ashford X200 Car Cover,Automotive,Exterior Accessories,Ashford,8.85,16.99,SUP171,57,365,,False,2024-04-14,Active,1919.74,121,C,0,0,0
P00499,ELE-00499-8259,Pinnacle Ultra Smart Bulb Kit,Electronics,Smart Home Devices,Pinnacle,54.14,99.99,SUP115,38,67,,False,2026-06-29,Discontinued,948.11,11,C,0,1,0
P00500,AUT-00500-8163,Pinnacle Elite Dash Cam,Automotive,Car Electronics,Pinnacle,18.6,27.99,SUP274,20,217,,False,2026-02-05,Active,343.41,13,C,0,1,0
P00501,ELE-00501-4755,Copperfield Signature Fitness Tracker,Electronics,Wearable Tech,Copperfield,27.26,42.99,SUP171,59,185,,False,2025-04-20,Active,18161.34,457,A,1,0,0
P00502,ELE-00502-6521,Sunneva Signature Car Mount,Electronics,Mobile Accessories,Sunneva,13.2,26.99,SUP219,23,174,,False,2026-01-18,Active,3139.1,127,B,0,0,0
P00503,TOY-00503-4938,Brightline Elite Kickball Set,Toys,Outdoor Play,Brightline,3.2,5.99,SUP084,45,452,,False,2025-08-22,Active,406.92,72,C,0,0,0
P00504,CLO-00504-7918,Quinley Classic Slim Fit Shirt,Clothing,Men's Apparel,Quinley,14.34,35.99,SUP217,52,213,,True,2025-07-13,Seasonal,4625.73,143,B,0,0,0
P00505,BEA-00505-1430,Ashford Deluxe Makeup Brush Set,Beauty,Makeup,Ashford,6.99,14.99,SUP211,23,383,484.0,False,2025-10-16,Active,1607.84,113,C,0,0,0
P00506,PER-00506-5639,Vanture Compact Toothbrush 4-Pack,Personal Care,Oral Care,Vanture,3.27,6.99,SUP294,39,624,450.0,False,2025-06-05,Active,5053.92,780,B,1,0,0
P00507,AUT-00507-4672,Sunneva Lite Socket Wrench Set,Automotive,Tools & Equipment,Sunneva,19.48,36.99,SUP187,37,161,,False,2025-05-25,Active,5177.58,150,B,0,0,0
P00508,ELE-00508-5109,NorthPoint Elite Screen Protector 2-Pack,Electronics,Mobile Accessories,NorthPoint,105.89,195.99,SUP274,21,61,,False,2024-05-04,Active,5081.38,28,B,0,1,1
P00509,BOO-00509-9433,Novara Classic Study Guide,Books,Educational & Reference,Novara,7.53,9.99,SUP259,24,260,,False,2025-07-10,Active,1841.81,205,C,0,0,1
P00510,TOY-00510-5535,Silverpine Deluxe STEM Building Kit,Toys,Educational Toys,Silverpine,32.32,51.99,SUP274,22,99,,False,2025-02-11,Active,2617.95,54,B,0,0,1
P00511,CLO-00511-4322,Glacier Essential Ankle Boots,Clothing,Footwear,Glacier,3.11,4.99,SUP160,14,301,,False,2024-08-12,Active,987.33,210,C,0,0,0
P00512,PER-00512-7258,Fernwood Max Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Fernwood,2.35,4.99,SUP052,62,755,182.0,False,2025-03-17,Active,3266.71,700,B,1,0,0
P00513,SPO-00513-9074,Foundry Elite Hiking Backpack,Sports,Outdoor Recreation,Foundry,8.49,14.99,SUP164,26,234,,True,2026-01-30,Seasonal,316.21,24,C,0,1,0
P00514,ELE-00514-8285,Pinnacle Elite Smart Plug,Electronics,Smart Home Devices,Pinnacle,36.4,78.99,SUP274,20,73,,False,2025-02-24,Active,2906.22,39,B,0,1,0
P00515,HOM-00515-7307,Willowbrook Series 2 Air Fryer,Home & Kitchen,Small Appliances,Willowbrook,52.72,80.99,SUP290,39,71,,False,2025-03-10,Active,3653.34,49,B,0,0,1
P00516,AUT-00516-9227,Harborlight Signature Jump Starter,Automotive,Tools & Equipment,Harborlight,5.88,9.99,SUP275,4,472,,False,2024-08-08,Active,818.02,88,C,0,0,0
P00517,PER-00517-8962,Quinley Compact Body Wipes,Personal Care,Personal Hygiene,Quinley,2.3,4.99,SUP117,10,357,337.0,False,2026-01-05,Active,2218.79,478,B,1,0,0
P00518,ELE-00518-2891,Ridgeline Lite Laptop Sleeve,Electronics,Laptop Accessories,Ridgeline,9.44,18.99,SUP241,26,307,,False,2024-04-22,Active,255.34,15,C,0,1,0
P00519,ELE-00519-2762,Foundry Everyday Screen Protector 2-Pack,Electronics,Mobile Accessories,Foundry,37.34,78.99,SUP145,29,154,,False,2026-02-02,Active,7023.0,96,B,0,0,0
P00520,TOY-00520-5114,Sunneva Ultra Alphabet Learning Set,Toys,Educational Toys,Sunneva,17.82,34.99,SUP196,38,225,,False,2026-04-29,Active,1718.73,50,C,0,0,1
P00521,ELE-00521-7017,Everline Essential Wireless Earbuds,Electronics,Headphones & Audio,Everline,14.94,27.99,SUP116,15,176,,False,2024-06-10,Active,37194.42,1429,A,1,0,0
P00522,ELE-00522-9403,Copperfield X200 Video Doorbell,Electronics,Smart Home Devices,Copperfield,24.95,44.99,SUP077,24,173,,False,2025-05-22,Active,15423.52,374,A,1,0,0
P00523,AUT-00523-1894,Novara Advanced Seat Cover Set,Automotive,Interior Accessories,Novara,27.62,37.99,SUP117,12,119,,False,2025-06-18,Active,3790.95,105,B,0,0,0
P00524,TOY-00524-8885,Fernwood Compact Coding Robot Kit,Toys,Educational Toys,Fernwood,18.36,35.99,SUP077,25,170,,False,2026-02-25,Active,13684.01,404,A,1,0,1
P00525,AUT-00525-5386,NorthPoint Compact Roof Rack,Automotive,Exterior Accessories,NorthPoint,33.06,46.99,SUP115,40,170,,False,2024-10-24,Active,966.12,22,C,0,1,0
P00526,SPO-00526-6788,ClearPath X200 Resistance Bands Set,Sports,Fitness Equipment,ClearPath,19.51,36.99,SUP192,56,193,,False,2025-09-04,Active,53655.75,1555,A,1,0,0
P00527,GRO-00527-7517,Everline X200 Olive Oil,Grocery,Pantry Staples,Everline,1.89,3.16,SUP046,18,621,104.0,False,2024-03-31,Active,98.65,34,C,0,1,0
P00528,PER-00528-2920,Halcyon Compact Omega-3 Softgels,Personal Care,Vitamins & Supplements,Halcyon,8.3,12.99,SUP192,70,328,268.0,False,2026-01-18,Active,6575.34,548,B,1,0,1
P00529,GRO-00529-2455,Ashford Elite Salad Dressing Set,Grocery,Condiments & Sauces,Ashford,5.58,7.99,SUP019,17,424,519.0,False,2025-11-22,Active,1306.08,175,C,0,0,1
P00530,GRO-00530-4102,ClearPath Signature Sparkling Water Case,Grocery,Beverages,ClearPath,9.39,12.99,SUP003,7,362,280.0,False,2024-07-15,Active,1052.35,86,C,0,0,1
P00531,AUT-00531-9627,Vertex Everyday Plus Roof Rack,Automotive,Exterior Accessories,Vertex,11.06,18.99,SUP055,12,297,,False,2024-04-24,Active,11154.12,632,A,1,0,0
P00532,SPO-00532-7557,Quinley X200 Bike Helmet,Sports,Cycling,Quinley,27.93,59.99,SUP047,27,143,,False,2024-04-06,Active,16125.1,290,A,1,0,0
P00533,AUT-00533-5227,NorthPoint Advanced Dash Cam,Automotive,Car Electronics,NorthPoint,89.54,160.99,SUP249,22,58,,False,2026-01-26,Active,9499.89,64,A,0,0,1
P00534,HOM-00534-7819,UrbanNest Ultra Comforter,Home & Kitchen,Bedding & Linens,UrbanNest,20.51,42.99,SUP218,58,168,,False,2025-07-13,Active,1613.59,39,C,0,1,0
P00535,PER-00535-5027,Brightline Essential Pulse Oximeter,Personal Care,Health Monitoring,Brightline,8.67,12.99,SUP189,2,262,201.0,True,2024-12-04,Seasonal,1562.7,130,C,0,0,1
P00536,BOO-00536-1823,Brightline Essential Short Story Collection,Books,Fiction,Brightline,9.58,13.99,SUP201,14,284,,False,2025-05-16,Active,795.61,60,C,0,0,1
P00537,SPO-00537-8972,NorthPoint Premium Shin Guards,Sports,Team Sports Gear,NorthPoint,54.53,78.99,SUP188,23,111,,False,2025-05-24,Active,11295.47,153,A,0,0,1
P00538,PER-00538-8461,Everline Pro Digital Thermometer,Personal Care,Health Monitoring,Everline,11.58,22.99,SUP248,34,178,74.0,False,2024-03-28,Active,7173.09,335,B,1,0,1
P00539,BEA-00539-8740,Ironclad Deluxe Lipstick Set,Beauty,Makeup,Ironclad,19.58,33.99,SUP159,13,223,290.0,True,2025-02-04,Seasonal,5341.51,172,B,0,0,1
P00540,SPO-00540-6543,NorthPoint Signature Resistance Bands Set,Sports,Fitness Equipment,NorthPoint,176.29,309.99,SUP008,22,49,,False,2025-07-11,Active,16789.16,59,A,0,0,1
P00541,BOO-00541-9250,Trailhaven Everyday Study Guide,Books,Educational & Reference,Trailhaven,2.37,4.99,SUP258,51,702,,False,2025-07-07,Active,215.31,47,C,0,0,0
P00542,TOY-00542-9611,Lumino Lite Counting Puzzle,Toys,Educational Toys,Lumino,32.81,74.99,SUP137,48,78,,True,2024-06-14,Seasonal,10173.36,145,A,0,0,1
P00543,AUT-00543-7027,Sunneva Signature Floor Mat Set,Automotive,Interior Accessories,Sunneva,27.27,40.99,SUP274,19,181,,False,2026-04-26,Discontinued,0.0,0,C,0,1,0
P00544,SPO-00544-7895,Sunneva Essential Yoga Block Set,Sports,Yoga & Wellness,Sunneva,25.7,45.99,SUP270,19,158,,False,2024-04-08,Active,1047.27,24,C,0,1,0
P00545,ELE-00545-6957,Vertex Premium Wireless Mouse,Electronics,Laptop Accessories,Vertex,36.8,73.99,SUP115,40,117,,False,2026-02-25,Active,17818.8,257,A,1,0,0
P00546,HOM-00546-4334,Quinley X200 Storage Bin Set,Home & Kitchen,Storage & Organization,Quinley,52.41,114.99,SUP274,20,71,,False,2026-06-17,Active,23062.85,220,A,0,0,1
P00547,PER-00547-3067,Everline Everyday Plus Water Flosser,Personal Care,Oral Care,Everline,2.57,5.99,SUP018,45,718,284.0,False,2025-11-15,Active,664.73,119,C,0,0,0
P00548,PER-00548-6790,Aurelia X200 Deodorant 2-Pack,Personal Care,Personal Hygiene,Aurelia,4.76,10.99,SUP188,24,237,61.0,True,2025-05-21,Seasonal,1578.81,151,C,0,0,0
P00549,PER-00549-7679,Crestmark Max Multivitamin Bottle,Personal Care,Vitamins & Supplements,Crestmark,23.49,40.99,SUP193,38,107,319.0,False,2024-06-24,Active,3549.77,97,B,0,0,1
P00550,ELE-00550-7879,Trailhaven X200 Action Camera,Electronics,Cameras & Accessories,Trailhaven,16.21,23.99,SUP253,63,254,,False,2024-10-27,Active,6932.29,310,B,1,0,0
P00551,BEA-00551-6593,Brightline Compact Hair Mask,Beauty,Haircare,Brightline,1.86,3.99,SUP137,45,748,170.0,False,2025-05-15,Active,408.36,108,C,0,0,0
P00552,TOY-00552-7312,Cedarwood Lite 1000-Piece Puzzle,Toys,Board Games & Puzzles,Cedarwood,39.59,76.99,SUP057,47,155,,True,2024-03-30,Seasonal,1000.98,14,C,0,1,1
P00553,TOY-00553-4087,Silverpine Max Sidewalk Chalk Set,Toys,Outdoor Play,Silverpine,4.89,7.99,SUP012,29,532,,False,2025-10-07,Active,2043.0,272,C,1,0,0
P00554,ELE-00554-1154,Halcyon Elite Screen Protector 2-Pack,Electronics,Mobile Accessories,Halcyon,23.6,32.99,SUP134,24,137,,False,2026-04-16,Active,50746.76,1660,A,1,0,0
P00555,BOO-00555-9698,Kestrel Advanced Activity Book,Books,Children's Books,Kestrel,6.55,10.99,SUP124,53,408,,False,2025-11-08,Active,160.26,16,C,0,1,0
P00556,HOM-00556-2539,Vanture Everyday Plus Stock Pot,Home & Kitchen,Cookware,Vanture,4.06,7.99,SUP097,42,253,,True,2026-05-09,Seasonal,819.62,110,C,0,0,0
P00557,CLO-00557-5375,Ironclad Ultra Chino Pants,Clothing,Men's Apparel,Ironclad,11.34,21.99,SUP174,24,322,,True,2025-03-08,Seasonal,1815.88,89,C,0,0,0
P00558,HOM-00558-9164,Cedarwood Classic Wall Art Set,Home & Kitchen,Home Decor,Cedarwood,26.24,43.99,SUP159,14,168,,False,2024-08-22,Active,100322.26,2454,A,1,0,0
P00559,ELE-00559-7509,Pinnacle Max Lens Filter Set,Electronics,Cameras & Accessories,Pinnacle,18.73,40.99,SUP026,32,243,,False,2024-01-16,Active,896.12,24,C,0,1,0
P00560,ELE-00560-9265,Solstice Elite GPS Running Watch,Electronics,Wearable Tech,Solstice,19.19,40.99,SUP012,30,188,,False,2025-01-31,Active,4396.05,115,B,0,0,0
P00561,PER-00561-6993,BlueStone Premium Toothbrush 4-Pack,Personal Care,Oral Care,BlueStone,4.57,9.99,SUP270,25,437,525.0,False,2024-04-15,Active,708.56,75,C,0,0,0
P00562,TOY-00562-1018,NorthPoint Ultra Playset,Toys,Action Figures & Playsets,NorthPoint,3.28,4.99,SUP215,11,645,,False,2025-08-11,Active,204.18,44,C,0,0,0
P00563,PER-00563-1094,UrbanNest X200 Digital Thermometer,Personal Care,Health Monitoring,UrbanNest,3.9,6.99,SUP133,10,356,278.0,False,2026-01-01,Active,186.82,28,C,0,1,0
P00564,CLO-00564-8196,Vertex X200 Kids Rain Jacket,Clothing,Kids' Apparel,Vertex,3.07,6.99,SUP148,23,424,,False,2024-04-11,Active,1730.29,268,C,1,0,0
P00565,BEA-00565-5110,Timbercrest Compact Body Lotion,Beauty,Bath & Body,Timbercrest,10.09,17.99,SUP026,28,331,244.0,True,2025-04-16,Seasonal,4379.02,261,B,1,0,0
P00566,GRO-00566-5747,Brightline Signature Olive Oil,Grocery,Pantry Staples,Brightline,6.59,11.99,SUP065,12,449,291.0,False,2025-05-04,Discontinued,30.73,3,C,0,1,1
P00567,BOO-00567-6462,ClearPath Max Self-Help Guide,Books,Non-Fiction,ClearPath,3.76,5.99,SUP247,6,500,,False,2024-10-10,Active,4395.07,780,B,1,0,0
P00568,GRO-00568-5975,Vanture Max Baking Mix,Grocery,Pantry Staples,Vanture,4.4,7.99,SUP028,47,377,374.0,False,2024-07-18,Active,23.95,3,C,0,1,0
P00569,TOY-00569-9998,Trailhaven Series 2 Alphabet Learning Set,Toys,Educational Toys,Trailhaven,19.57,44.99,SUP022,61,118,,False,2025-10-12,Active,658.07,16,C,0,1,1
P00570,TOY-00570-1346,Ostrom Advanced Backyard Game Set,Toys,Outdoor Play,Ostrom,8.09,18.99,SUP159,15,313,,False,2024-07-24,Active,878.88,52,C,0,0,0
P00571,AUT-00571-2388,Cedarwood Essential License Plate Frame,Automotive,Exterior Accessories,Cedarwood,8.13,11.99,SUP253,68,366,,True,2024-01-30,Seasonal,1557.17,139,C,0,0,0
P00572,HOM-00572-1783,Vanture Pro Air Fryer,Home & Kitchen,Small Appliances,Vanture,13.22,23.99,SUP102,16,146,,False,2025-07-03,Active,2193.0,97,B,0,0,0
P00573,CLO-00573-7136,Solstice Everyday Plus Kids Graphic Tee,Clothing,Kids' Apparel,Solstice,16.53,40.99,SUP176,51,159,,False,2024-03-02,Active,2975.96,77,B,0,0,0
P00574,HOM-00574-5670,Willowbrook Essential Sheet Set,Home & Kitchen,Bedding & Linens,Willowbrook,9.14,15.99,SUP270,20,177,,False,2024-10-09,Active,3545.92,249,B,0,0,0
P00575,ELE-00575-4929,Harborlight Max Video Doorbell,Electronics,Smart Home Devices,Harborlight,14.77,31.99,SUP270,24,178,,False,2024-03-20,Active,30200.61,1020,A,1,0,0
P00576,SPO-00576-9045,Harborlight Max Camping Tent,Sports,Outdoor Recreation,Harborlight,10.36,16.99,SUP135,11,267,,False,2025-05-16,Active,6159.94,389,B,1,0,0
P00577,CLO-00577-5234,Comet Series 2 Cardigan,Clothing,Women's Apparel,Comet,7.43,17.99,SUP075,26,205,,False,2024-07-17,Active,1536.65,91,C,0,0,0
P00578,SPO-00578-8539,Quinley Everyday Plus Cycling Gloves,Sports,Cycling,Quinley,6.58,11.99,SUP160,16,314,,False,2024-08-27,Active,1586.73,140,C,0,0,0
P00579,ELE-00579-2424,Harborlight Everyday Plus Tripod Kit,Electronics,Cameras & Accessories,Harborlight,23.7,33.99,SUP274,21,93,,False,2024-12-30,Active,18684.92,596,A,1,0,0
P00580,PER-00580-4040,Amberfield Pro Shaving Cream,Personal Care,Shaving & Grooming,Amberfield,5.41,8.99,SUP193,35,457,331.0,False,2025-03-20,Active,10928.77,1314,A,1,0,0
P00581,PER-00581-5770,Driftwood Everyday Plus Body Wipes,Personal Care,Personal Hygiene,Driftwood,7.52,10.99,SUP281,35,344,504.0,False,2025-10-17,Active,2083.73,201,B,0,0,0
