forecast_week,warehouse_id,product_id,product_name,forecast_units,selected_model,model_accuracy
2027-02-15,WH09,P01034,Ostrom Everyday Trail Mix,3.97,Random Forest,8.11
2027-02-22,WH09,P01034,Ostrom Everyday Trail Mix,3.88,Random Forest,8.11
2027-01-04,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.5,Moving Average,60.98
2027-01-11,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,4.38,Moving Average,60.98
2027-01-18,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.47,Moving Average,60.98
2027-01-25,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.34,Moving Average,60.98
2027-02-01,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.67,Moving Average,60.98
2027-02-08,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.71,Moving Average,60.98
2027-02-15,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.55,Moving Average,60.98
2027-02-22,WH01,P02102,Amberfield Everyday Plus Floor Mat Set,3.57,Moving Average,60.98
2027-01-04,WH03,P04614,Comet Lite Omega-3 Softgels,7.92,Random Forest,24.87
2027-01-11,WH03,P04614,Comet Lite Omega-3 Softgels,10.59,Random Forest,24.87
2027-01-18,WH03,P04614,Comet Lite Omega-3 Softgels,8.73,Random Forest,24.87
2027-01-25,WH03,P04614,Comet Lite Omega-3 Softgels,2.32,Random Forest,24.87
2027-02-01,WH03,P04614,Comet Lite Omega-3 Softgels,1.95,Random Forest,24.87
2027-02-08,WH03,P04614,Comet Lite Omega-3 Softgels,6.1,Random Forest,24.87
2027-02-15,WH03,P04614,Comet Lite Omega-3 Softgels,4.03,Random Forest,24.87
2027-02-22,WH03,P04614,Comet Lite Omega-3 Softgels,6.51,Random Forest,24.87
2027-01-04,WH03,P03618,BlueStone Max Model Kit,5.5,Moving Average,0.0
2027-01-11,WH03,P03618,BlueStone Max Model Kit,5.62,Moving Average,0.0
2027-01-18,WH03,P03618,BlueStone Max Model Kit,4.28,Moving Average,0.0
2027-01-25,WH03,P03618,BlueStone Max Model Kit,4.1,Moving Average,0.0
2027-02-01,WH03,P03618,BlueStone Max Model Kit,4.88,Moving Average,0.0
2027-02-08,WH03,P03618,BlueStone Max Model Kit,4.72,Moving Average,0.0
2027-02-15,WH03,P03618,BlueStone Max Model Kit,4.5,Moving Average,0.0
2027-02-22,WH03,P03618,BlueStone Max Model Kit,4.55,Moving Average,0.0
2027-01-04,WH05,P03618,BlueStone Max Model Kit,9.83,Random Forest,14.22
2027-01-11,WH05,P03618,BlueStone Max Model Kit,7.83,Random Forest,14.22
2027-01-18,WH05,P03618,BlueStone Max Model Kit,12.18,Random Forest,14.22
2027-01-25,WH05,P03618,BlueStone Max Model Kit,9.3,Random Forest,14.22
2027-02-01,WH05,P03618,BlueStone Max Model Kit,8.58,Random Forest,14.22
2027-02-08,WH05,P03618,BlueStone Max Model Kit,7.77,Random Forest,14.22
2027-02-15,WH05,P03618,BlueStone Max Model Kit,7.02,Random Forest,14.22
2027-02-22,WH05,P03618,BlueStone Max Model Kit,6.26,Random Forest,14.22
2027-01-04,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,10.55,Random Forest,57.41
2027-01-11,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,6.01,Random Forest,57.41
2027-01-18,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,4.82,Random Forest,57.41
2027-01-25,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,3.24,Random Forest,57.41
2027-02-01,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,3.12,Random Forest,57.41
2027-02-08,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,3.24,Random Forest,57.41
2027-02-15,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,3.82,Random Forest,57.41
2027-02-22,WH03,P02102,Amberfield Everyday Plus Floor Mat Set,5.01,Random Forest,57.41
2027-01-04,WH04,P04614,Comet Lite Omega-3 Softgels,3.75,Moving Average,59.48
2027-01-11,WH04,P04614,Comet Lite Omega-3 Softgels,3.94,Moving Average,59.48
2027-01-18,WH04,P04614,Comet Lite Omega-3 Softgels,3.42,Moving Average,59.48
2027-01-25,WH04,P04614,Comet Lite Omega-3 Softgels,2.78,Moving Average,59.48
2027-02-01,WH04,P04614,Comet Lite Omega-3 Softgels,3.47,Moving Average,59.48
2027-02-08,WH04,P04614,Comet Lite Omega-3 Softgels,3.4,Moving Average,59.48
2027-02-15,WH04,P04614,Comet Lite Omega-3 Softgels,3.27,Moving Average,59.48
2027-02-22,WH04,P04614,Comet Lite Omega-3 Softgels,3.23,Moving Average,59.48
2027-01-04,WH03,P01034,Ostrom Everyday Trail Mix,5.45,Random Forest,0.0
2027-01-11,WH03,P01034,Ostrom Everyday Trail Mix,4.54,Random Forest,0.0
2027-01-18,WH03,P01034,Ostrom Everyday Trail Mix,7.77,Random Forest,0.0
2027-01-25,WH03,P01034,Ostrom Everyday Trail Mix,5.04,Random Forest,0.0
2027-02-01,WH03,P01034,Ostrom Everyday Trail Mix,4.51,Random Forest,0.0
2027-02-08,WH03,P01034,Ostrom Everyday Trail Mix,4.98,Random Forest,0.0
2027-02-15,WH03,P01034,Ostrom Everyday Trail Mix,5.09,Random Forest,0.0
2027-02-22,WH03,P01034,Ostrom Everyday Trail Mix,2.73,Random Forest,0.0
2027-01-04,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-01-11,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-01-18,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-01-25,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-02-01,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-02-08,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-02-15,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-02-22,WH02,P02102,Amberfield Everyday Plus Floor Mat Set,5.17,Exponential Smoothing,49.69
2027-01-04,WH04,P01155,Vanture Signature Wrap Dress,7.5,Moving Average,53.71
2027-01-11,WH04,P01155,Vanture Signature Wrap Dress,8.62,Moving Average,53.71
2027-01-18,WH04,P01155,Vanture Signature Wrap Dress,9.03,Moving Average,53.71
2027-01-25,WH04,P01155,Vanture Signature Wrap Dress,7.54,Moving Average,53.71
2027-02-01,WH04,P01155,Vanture Signature Wrap Dress,8.17,Moving Average,53.71
2027-02-08,WH04,P01155,Vanture Signature Wrap Dress,8.34,Moving Average,53.71
2027-02-15,WH04,P01155,Vanture Signature Wrap Dress,8.27,Moving Average,53.71
2027-02-22,WH04,P01155,Vanture Signature Wrap Dress,8.08,Moving Average,53.71
2027-01-04,WH02,P01034,Ostrom Everyday Trail Mix,5.34,Random Forest,25.11
2027-01-11,WH02,P01034,Ostrom Everyday Trail Mix,8.2,Random Forest,25.11
2027-01-18,WH02,P01034,Ostrom Everyday Trail Mix,6.88,Random Forest,25.11
2027-01-25,WH02,P01034,Ostrom Everyday Trail Mix,5.21,Random Forest,25.11
2027-02-01,WH02,P01034,Ostrom Everyday Trail Mix,4.14,Random Forest,25.11
2027-02-08,WH02,P01034,Ostrom Everyday Trail Mix,4.02,Random Forest,25.11
2027-02-15,WH02,P01034,Ostrom Everyday Trail Mix,3.64,Random Forest,25.11
2027-02-22,WH02,P01034,Ostrom Everyday Trail Mix,3.99,Random Forest,25.11
2027-01-04,WH01,P01034,Ostrom Everyday Trail Mix,4.31,Random Forest,0.0
2027-01-11,WH01,P01034,Ostrom Everyday Trail Mix,2.82,Random Forest,0.0
2027-01-18,WH01,P01034,Ostrom Everyday Trail Mix,3.39,Random Forest,0.0
2027-01-25,WH01,P01034,Ostrom Everyday Trail Mix,3.19,Random Forest,0.0
2027-02-01,WH01,P01034,Ostrom Everyday Trail Mix,2.92,Random Forest,0.0
2027-02-08,WH01,P01034,Ostrom Everyday Trail Mix,3.03,Random Forest,0.0
2027-02-15,WH01,P01034,Ostrom Everyday Trail Mix,2.69,Random Forest,0.0
2027-02-22,WH01,P01034,Ostrom Everyday Trail Mix,4.9,Random Forest,0.0
2027-01-04,WH05,P04614,Comet Lite Omega-3 Softgels,4.75,Random Forest,0.0
2027-01-11,WH05,P04614,Comet Lite Omega-3 Softgels,3.89,Random Forest,0.0
2027-01-18,WH05,P04614,Comet Lite Omega-3 Softgels,2.47,Random Forest,0.0
2027-01-25,WH05,P04614,Comet Lite Omega-3 Softgels,4.85,Random Forest,0.0
2027-02-01,WH05,P04614,Comet Lite Omega-3 Softgels,5.14,Random Forest,0.0
2027-02-08,WH05,P04614,Comet Lite Omega-3 Softgels,5.13,Random Forest,0.0
2027-02-15,WH05,P04614,Comet Lite Omega-3 Softgels,5.05,Random Forest,0.0
2027-02-22,WH05,P04614,Comet Lite Omega-3 Softgels,5.88,Random Forest,0.0
2027-01-04,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-01-11,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-01-18,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-01-25,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-02-01,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-02-08,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-02-15,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
2027-02-22,WH01,P04614,Comet Lite Omega-3 Softgels,3.93,Exponential Smoothing,59.87
