forecast_date,warehouse_id,product_id,forecast_horizon_days,forecast_demand_units,actual_demand_units,forecast_lower_bound,forecast_upper_bound,forecast_error,mape,forecast_accuracy
2026-04-15,WH04,P02479,60,30,46,0,78,16,34.78,65.22
2026-02-12,WH12,P04509,7,0,2,0,0,2,100.0,0.0
2025-08-14,WH02,P04963,60,132,187,0,319,55,29.41,70.59
2025-08-15,WH08,P02612,60,70,80,0,182,10,12.5,87.5
2025-11-20,WH06,P02743,30,8,1,0,21,-7,700.0,0.0
2026-10-11,WH12,P04771,14,0,34,0,0,34,100.0,0.0
2026-01-13,WH02,P02016,7,0,1,0,0,1,100.0,0.0
2026-06-25,WH03,P02823,30,34,29,0,88,-5,17.24,82.76
2025-02-19,WH05,P02743,30,48,39,0,125,-9,23.08,76.92
2026-02-02,WH01,P02346,30,7,20,0,18,13,65.0,35.0
2026-10-27,WH04,P00102,7,1,1,0,2,0,0.0,100.0
2026-10-12,WH01,P00385,7,1,6,0,2,5,83.33,16.67
2026-10-31,WH11,P04066,60,5,17,0,13,12,70.59,29.41
2026-06-20,WH06,P03460,14,10,11,0,22,1,9.09,90.91
2025-03-04,WH10,P00682,7,4,4,1,7,0,0.0,100.0
2025-03-04,WH01,P00198,30,0,9,0,0,9,100.0,0.0
2025-02-23,WH09,P03009,7,9,6,2,16,-3,50.0,50.0
2025-05-15,WH07,P02064,30,7,9,0,18,2,22.22,77.78
2025-05-12,WH11,P02305,14,7,2,0,15,-5,250.0,0.0
2026-03-14,WH08,P02016,60,15,0,0,39,-15,,
2025-08-13,WH03,P03470,14,0,0,0,0,0,0.0,100.0
2025-06-01,WH11,P00972,7,1,2,0,2,1,50.0,50.0
2026-02-22,WH12,P04889,60,8,4,0,21,-4,100.0,0.0
2026-07-29,WH12,P01527,60,2,0,0,5,-2,,
2026-09-21,WH10,P01394,60,21,16,0,55,-5,31.25,68.75
2026-07-15,WH05,P03087,14,0,0,0,0,0,0.0,100.0
2025-05-21,WH07,P03480,30,0,2,0,0,2,100.0,0.0
2025-02-04,WH08,P02229,14,45,35,0,97,-10,28.57,71.43
2026-06-27,WH01,P02401,7,98,47,58,138,-51,108.51,0.0
2025-03-28,WH10,P03047,7,1,1,0,2,0,0.0,100.0
2025-02-14,WH01,P01844,60,18,16,0,47,-2,12.5,87.5
2025-12-14,WH11,P04869,14,1,0,0,2,-1,,
2025-11-03,WH06,P00396,30,110,25,0,286,-85,340.0,0.0
2026-02-12,WH04,P01289,30,16,0,0,42,-16,,
2026-05-19,WH07,P03719,7,0,0,0,0,0,0.0,100.0
2025-05-30,WH08,P04092,14,6,20,0,13,14,70.0,30.0
2025-01-08,WH03,P02200,60,4,23,0,10,19,82.61,17.39
2025-04-25,WH06,P03061,60,0,3,0,0,3,100.0,0.0
2025-06-21,WH03,P00212,60,0,91,0,0,91,100.0,0.0
2025-04-20,WH05,P01932,60,0,0,0,0,0,0.0,100.0
2025-02-20,WH03,P01937,60,317,45,0,824,-272,604.44,0.0
2026-05-25,WH01,P00023,7,4,3,1,7,-1,33.33,66.67
2026-04-17,WH05,P02478,14,1,0,0,2,-1,,
2026-03-31,WH02,P03129,14,3,6,0,6,3,50.0,50.0
2026-01-04,WH04,P04511,7,1,1,0,2,0,0.0,100.0
2026-09-23,WH06,P00160,14,0,2,0,0,2,100.0,0.0
2025-05-04,WH12,P01717,60,12,0,0,31,-12,,
2025-03-26,WH07,P00864,30,6,11,0,16,5,45.45,54.55
2026-08-31,WH09,P02869,30,0,2,0,0,2,100.0,0.0
2026-01-08,WH01,P02229,30,88,137,0,229,49,35.77,64.23
2025-12-25,WH06,P01155,7,2,1,1,3,-1,100.0,0.0
2025-09-30,WH12,P03621,7,1,0,0,2,-1,,
2026-02-21,WH04,P01683,7,0,13,0,0,13,100.0,0.0
2026-07-03,WH04,P01810,60,40,169,0,96,129,76.33,23.67
2025-04-18,WH02,P04171,14,1,3,0,2,2,66.67,33.33
2026-05-28,WH06,P04239,60,78,61,0,203,-17,27.87,72.13
2026-08-25,WH08,P02229,14,46,30,0,99,-16,53.33,46.67
2025-05-26,WH09,P04635,30,1,1,0,3,0,0.0,100.0
2026-03-13,WH02,P00706,30,1,0,0,3,-1,,
2026-09-13,WH11,P01365,60,7,0,0,14,-7,,
2026-10-03,WH12,P02102,30,120,252,52,188,132,52.38,47.62
2026-05-21,WH05,P02827,60,16,59,0,42,43,72.88,27.12
2025-07-01,WH04,P02457,7,2,4,0,4,2,50.0,50.0
2026-09-14,WH02,P03723,14,4,0,0,9,-4,,
2026-02-13,WH09,P03233,7,0,2,0,0,2,100.0,0.0
2026-09-18,WH07,P00546,30,1,0,0,3,-1,,
2025-12-30,WH07,P02110,7,3,0,1,5,-3,,
2025-10-06,WH09,P01515,7,1,1,0,2,0,0.0,100.0
2026-07-04,WH05,P03776,30,0,0,0,0,0,0.0,100.0
2025-08-24,WH06,P02486,7,5,7,1,9,2,28.57,71.43
2025-01-14,WH06,P03255,14,0,1,0,0,1,100.0,0.0
2026-06-23,WH11,P01405,7,1,1,0,2,0,0.0,100.0
2026-05-15,WH02,P03213,60,121,27,0,315,-94,348.15,0.0
2025-12-29,WH02,P02143,7,43,66,28,58,23,34.85,65.15
2025-10-02,WH01,P01698,30,9,69,0,23,60,86.96,13.04
2026-10-28,WH04,P02732,7,2,3,0,4,1,33.33,66.67
2025-02-08,WH02,P03700,14,10,8,5,15,-2,25.0,75.0
2026-01-24,WH12,P01662,14,1,0,0,2,-1,,
2026-07-14,WH07,P01745,14,0,0,0,0,0,0.0,100.0
2025-09-16,WH11,P03670,60,101,111,0,234,10,9.01,90.99
2026-04-09,WH07,P02599,7,1,1,0,2,0,0.0,100.0
2025-03-14,WH05,P03372,60,2,21,0,5,19,90.48,9.52
2026-09-28,WH06,P02631,14,1,3,0,2,2,66.67,33.33
2025-07-12,WH07,P04356,14,2,6,0,4,4,66.67,33.33
2026-01-20,WH02,P01507,14,0,0,0,0,0,0.0,100.0
2025-03-04,WH11,P00457,30,27,6,0,70,-21,350.0,0.0
2026-10-22,WH01,P04735,7,1,0,0,2,-1,,
2025-02-27,WH03,P02369,60,0,0,0,0,0,0.0,100.0
2025-10-05,WH10,P00448,7,0,0,0,0,0,0.0,100.0
2025-11-04,WH07,P02296,14,1,2,0,2,1,50.0,50.0
2026-08-14,WH06,P04686,14,38,23,0,82,-15,65.22,34.78
2026-06-28,WH07,P04808,60,76,189,0,198,113,59.79,40.21
2026-03-03,WH09,P03719,30,5,0,0,13,-5,,
2025-11-14,WH06,P01556,30,10,0,0,26,-10,,
2025-04-11,WH11,P00763,14,27,3,12,42,-24,800.0,0.0
2025-03-21,WH10,P04805,14,1,1,0,2,0,0.0,100.0
2025-12-28,WH10,P02296,60,2,4,0,5,2,50.0,50.0
2025-03-10,WH10,P03582,60,58,33,0,151,-25,75.76,24.24
2026-08-11,WH11,P04417,30,11,11,0,29,0,0.0,100.0
2025-03-09,WH11,P00214,14,4,3,0,9,-1,33.33,66.67
2025-06-14,WH02,P03334,30,0,1,0,0,1,100.0,0.0
2026-10-18,WH09,P00041,7,6,4,1,11,-2,50.0,50.0
2026-03-11,WH04,P03882,14,4,0,0,9,-4,,
2026-07-27,WH03,P00682,60,130,19,0,338,-111,584.21,0.0
2026-10-08,WH04,P04722,7,0,1,0,0,1,100.0,0.0
2025-06-21,WH02,P01655,60,0,86,0,0,86,100.0,0.0
2026-05-08,WH06,P03408,7,0,1,0,0,1,100.0,0.0
2026-01-12,WH02,P01462,14,2,2,0,4,0,0.0,100.0
2025-06-25,WH02,P03621,7,0,1,0,0,1,100.0,0.0
2025-01-28,WH12,P02102,30,205,381,93,317,176,46.19,53.81
2026-05-12,WH12,P01440,7,1,6,0,2,5,83.33,16.67
2026-06-13,WH02,P00521,7,6,7,1,11,1,14.29,85.71
2025-09-14,WH06,P02612,14,6,10,0,13,4,40.0,60.0
2025-11-15,WH03,P04986,7,2,1,0,4,-1,100.0,0.0
2026-10-05,WH01,P02669,14,4,31,0,9,27,87.1,12.9
2025-01-21,WH12,P00344,60,7,0,0,18,-7,,
2025-03-13,WH08,P02361,14,5,4,0,11,-1,25.0,75.0
2026-06-01,WH02,P02881,14,60,26,2,118,-34,130.77,0.0
2025-11-13,WH04,P00051,7,15,16,8,22,1,6.25,93.75
2026-08-21,WH12,P04181,60,8,8,0,21,0,0.0,100.0
2025-05-29,WH09,P03151,30,2,45,0,5,43,95.56,4.44
2025-11-07,WH08,P02150,30,0,5,0,0,5,100.0,0.0
2025-06-11,WH01,P02975,14,14,2,0,36,-12,600.0,0.0
2025-02-02,WH11,P01357,30,5,7,0,13,2,28.57,71.43
2026-08-05,WH06,P01956,30,33,4,0,86,-29,725.0,0.0
2026-09-14,WH02,P01660,60,103,69,0,227,-34,49.28,50.72
2026-09-02,WH04,P03951,60,14,0,0,36,-14,,
2026-07-04,WH01,P00922,60,0,169,0,0,169,100.0,0.0
2025-10-10,WH06,P00882,60,4,1,0,10,-3,300.0,0.0
2026-01-08,WH04,P01014,60,0,0,0,0,0,0.0,100.0
2025-07-30,WH03,P02647,14,6,11,0,12,5,45.45,54.55
2026-07-14,WH12,P03944,7,0,3,0,0,3,100.0,0.0
2025-04-21,WH02,P03912,30,23,0,0,60,-23,,
2025-11-17,WH11,P00830,7,3,6,2,4,3,50.0,50.0
2026-01-12,WH02,P04693,7,8,6,1,15,-2,33.33,66.67
2026-05-03,WH02,P02108,30,75,67,0,195,-8,11.94,88.06
2026-04-07,WH09,P00165,30,9,19,0,23,10,52.63,47.37
2026-08-07,WH01,P01321,14,9,0,0,19,-9,,
2025-06-19,WH02,P04509,60,7,0,0,18,-7,,
2026-06-13,WH05,P04929,60,0,0,0,0,0,0.0,100.0
2026-09-27,WH02,P01084,7,6,1,1,11,-5,500.0,0.0
2026-03-19,WH09,P01300,60,191,24,0,497,-167,695.83,0.0
2025-07-30,WH03,P02768,60,42,85,0,109,43,50.59,49.41
2025-03-14,WH11,P00849,60,24,2,0,62,-22,1100.0,0.0
2026-05-18,WH10,P00356,14,5,1,0,11,-4,400.0,0.0
2025-06-01,WH07,P00252,7,2,2,0,4,0,0.0,100.0
2025-10-31,WH02,P02662,60,29,0,0,75,-29,,
2025-04-19,WH02,P03912,14,7,10,0,15,3,30.0,70.0
2026-10-04,WH08,P02393,30,0,0,0,0,0,0.0,100.0
2025-11-22,WH07,P04618,7,10,4,2,18,-6,150.0,0.0
2026-07-28,WH02,P03090,30,3,0,0,8,-3,,
2025-02-23,WH08,P03899,7,9,10,4,14,1,10.0,90.0
2025-08-06,WH09,P02386,14,1,0,0,2,-1,,
2025-02-19,WH08,P02393,14,0,7,0,0,7,100.0,0.0
2026-03-29,WH02,P02080,14,2,2,0,5,0,0.0,100.0
2026-06-12,WH02,P01149,30,138,149,0,359,11,7.38,92.62
2025-06-09,WH11,P02156,30,15,12,0,39,-3,25.0,75.0
2026-04-05,WH02,P00997,30,0,6,0,0,6,100.0,0.0
2025-06-27,WH12,P03151,7,7,9,1,13,2,22.22,77.78
2025-07-24,WH11,P00844,60,0,277,0,0,277,100.0,0.0
2025-12-29,WH09,P04436,7,2,0,0,4,-2,,
2026-04-07,WH09,P02066,60,113,7,0,294,-106,1514.29,0.0
2025-03-11,WH07,P02038,30,24,10,0,62,-14,140.0,0.0
2025-02-01,WH09,P03170,60,61,53,0,159,-8,15.09,84.91
2025-10-10,WH05,P00814,60,7,10,0,18,3,30.0,70.0
2026-03-09,WH07,P01803,60,17,3,0,44,-14,466.67,0.0
2026-03-05,WH11,P02083,60,73,99,0,190,26,26.26,73.74
2026-04-30,WH03,P02647,14,0,9,0,0,9,100.0,0.0
2026-06-16,WH11,P01938,7,2,3,0,4,1,33.33,66.67
2025-11-17,WH08,P03847,7,0,0,0,0,0,0.0,100.0
2025-03-19,WH12,P03073,30,6,8,0,16,2,25.0,75.0
2026-03-17,WH09,P00830,14,53,90,16,90,37,41.11,58.89
2025-11-16,WH01,P02030,30,14,0,0,36,-14,,
2026-04-12,WH01,P02349,30,8,6,0,21,-2,33.33,66.67
2025-06-22,WH02,P02915,30,0,3,0,0,3,100.0,0.0
2025-11-12,WH09,P00526,30,56,232,0,146,176,75.86,24.14
2026-05-07,WH08,P04171,60,10,0,0,26,-10,,
2025-08-19,WH11,P02156,14,4,6,0,10,2,33.33,66.67
2025-09-08,WH12,P04268,60,0,0,0,0,0,0.0,100.0
2025-04-19,WH02,P03508,7,0,1,0,0,1,100.0,0.0
2026-10-07,WH04,P01807,7,1,1,0,2,0,0.0,100.0
2025-03-02,WH01,P01496,60,45,36,0,117,-9,25.0,75.0
2025-08-18,WH09,P01264,30,0,97,0,0,97,100.0,0.0
2026-08-27,WH03,P04269,14,2,2,0,4,0,0.0,100.0
2025-03-31,WH11,P03213,30,3,10,0,8,7,70.0,30.0
2025-08-07,WH03,P03551,30,0,11,0,0,11,100.0,0.0
2025-10-21,WH06,P00763,7,35,31,22,48,-4,12.9,87.1
2025-08-26,WH04,P04701,7,1,1,0,2,0,0.0,100.0
2026-05-27,WH01,P02425,14,0,1,0,0,1,100.0,0.0
2026-01-23,WH09,P00830,7,37,20,19,55,-17,85.0,15.0
2026-04-29,WH11,P04206,30,0,10,0,0,10,100.0,0.0
2025-08-30,WH01,P03093,30,3,1,0,8,-2,200.0,0.0
2025-07-18,WH04,P02720,14,2,0,0,4,-2,,
2025-09-26,WH09,P01592,7,1,1,0,2,0,0.0,100.0
2025-10-01,WH01,P01986,30,57,22,0,148,-35,159.09,0.0
2025-04-18,WH09,P04035,60,5,3,0,13,-2,66.67,33.33
2026-02-23,WH12,P04561,14,7,8,0,18,1,12.5,87.5
2025-07-23,WH09,P01430,60,1,0,0,3,-1,,
2026-01-10,WH03,P01559,7,0,1,0,0,1,100.0,0.0
2026-10-03,WH06,P04918,7,7,0,0,15,-7,,
2026-09-29,WH11,P00153,14,3,3,0,8,0,0.0,100.0
2026-02-11,WH11,P03771,30,0,1,0,0,1,100.0,0.0
2025-10-07,WH02,P02595,60,19,21,0,49,2,9.52,90.48
2025-11-20,WH04,P02592,14,0,25,0,0,25,100.0,0.0
2026-07-20,WH06,P04740,7,0,0,0,0,0,0.0,100.0
2025-08-25,WH11,P01480,7,2,4,0,4,2,50.0,50.0
2025-03-18,WH07,P02252,60,26,29,0,68,3,10.34,89.66
2026-02-28,WH08,P02401,30,715,709,102,1328,-6,0.85,99.15
2025-03-07,WH07,P01655,60,24,0,0,62,-24,,
2026-03-20,WH02,P00091,60,84,30,0,218,-54,180.0,0.0
2025-07-19,WH01,P00104,30,0,10,0,0,10,100.0,0.0
2025-11-24,WH11,P02200,7,17,9,3,31,-8,88.89,11.11
2025-08-10,WH02,P02881,60,245,36,0,637,-209,580.56,0.0
2026-10-18,WH02,P02743,7,4,5,1,7,1,20.0,80.0
2025-07-09,WH11,P04304,30,1,2,0,3,1,50.0,50.0
2026-01-14,WH09,P00452,14,4,2,0,10,-2,100.0,0.0
2025-10-16,WH11,P00189,30,48,0,0,125,-48,,
2025-08-06,WH08,P01258,60,27,11,0,70,-16,145.45,0.0
2025-02-07,WH01,P01752,14,6,0,0,13,-6,,
2025-06-28,WH06,P03641,60,30,25,0,78,-5,20.0,80.0
2025-01-07,WH09,P01368,14,10,7,2,18,-3,42.86,57.14
2026-06-25,WH07,P00430,7,1,1,0,2,0,0.0,100.0
2025-02-18,WH08,P04662,30,30,13,0,78,-17,130.77,0.0
2025-07-13,WH09,P03249,7,4,2,1,7,-2,100.0,0.0
2025-12-17,WH08,P01845,14,18,0,0,39,-18,,
2026-05-11,WH12,P04125,14,0,0,0,0,0,0.0,100.0
2026-06-28,WH09,P02679,60,15,8,0,39,-7,87.5,12.5
2026-06-03,WH11,P02774,7,8,3,1,15,-5,166.67,0.0
2025-07-16,WH06,P02401,7,8,33,5,11,25,75.76,24.24
2026-04-30,WH05,P02790,60,0,37,0,0,37,100.0,0.0
2025-11-14,WH01,P04429,7,2,4,0,4,2,50.0,50.0
2025-10-03,WH04,P00675,60,50,0,0,130,-50,,
2025-07-18,WH08,P03889,14,7,5,0,15,-2,40.0,60.0
2025-10-31,WH06,P03942,60,0,0,0,0,0,0.0,100.0
2025-06-08,WH11,P02599,7,0,0,0,0,0,0.0,100.0
2025-03-05,WH11,P03691,14,0,7,0,0,7,100.0,0.0
2026-06-22,WH04,P00418,7,15,10,3,27,-5,50.0,50.0
2025-07-06,WH11,P04359,60,4,15,0,10,11,73.33,26.67
2025-07-11,WH08,P01465,60,90,91,0,183,1,1.1,98.9
2026-03-21,WH02,P04562,7,7,8,3,11,1,12.5,87.5
2026-02-07,WH11,P02912,30,11,0,0,29,-11,,
2025-09-03,WH07,P04007,7,1,8,0,2,7,87.5,12.5
2025-02-06,WH09,P03491,7,0,0,0,0,0,0.0,100.0
2026-07-06,WH11,P01674,60,63,15,0,164,-48,320.0,0.0
2026-06-01,WH04,P04771,30,12,9,0,31,-3,33.33,66.67
2025-09-05,WH04,P01922,60,32,44,0,83,12,27.27,72.73
2025-09-14,WH02,P00221,30,9,23,0,23,14,60.87,39.13
2025-10-22,WH11,P04932,7,4,3,1,7,-1,33.33,66.67
2026-03-03,WH05,P01504,7,0,0,0,0,0,0.0,100.0
2025-03-01,WH07,P03364,30,0,3,0,0,3,100.0,0.0
2026-07-16,WH05,P01984,7,6,6,1,11,0,0.0,100.0
2025-04-20,WH12,P02773,7,1,1,0,2,0,0.0,100.0
2026-08-08,WH05,P03327,60,106,0,0,276,-106,,
2026-09-11,WH01,P00058,60,3,0,0,8,-3,,
2025-10-18,WH02,P04872,60,48,9,0,125,-39,433.33,0.0
2026-06-15,WH02,P02346,7,2,0,0,4,-2,,
2026-07-17,WH02,P00356,14,8,8,0,17,0,0.0,100.0
2026-05-22,WH11,P04309,60,9,7,0,23,-2,28.57,71.43
2025-04-13,WH01,P04185,60,18,24,0,47,6,25.0,75.0
2025-01-29,WH07,P02334,60,0,25,0,0,25,100.0,0.0
2026-04-13,WH06,P01014,14,2,33,1,3,31,93.94,6.06
2025-08-18,WH09,P03187,7,1,1,0,2,0,0.0,100.0
2025-12-27,WH06,P00396,30,70,0,0,182,-70,,
2025-03-12,WH01,P03741,14,30,1,1,59,-29,2900.0,0.0
2026-02-13,WH11,P01702,30,31,59,0,81,28,47.46,52.54
2025-03-22,WH09,P03566,60,0,0,0,0,0,0.0,100.0
2025-04-20,WH09,P04119,7,113,103,88,138,-10,9.71,90.29
2025-02-25,WH01,P01884,30,12,0,0,31,-12,,
2026-04-01,WH08,P03508,60,6,1,0,16,-5,500.0,0.0
2025-12-31,WH08,P01180,60,1,4,0,3,3,75.0,25.0
2025-11-27,WH07,P01082,7,2,2,0,4,0,0.0,100.0
2026-03-07,WH07,P02092,30,91,42,0,237,-49,116.67,0.0
2025-09-30,WH03,P01155,60,20,116,0,45,96,82.76,17.24
2026-08-06,WH06,P01234,7,5,13,1,9,8,61.54,38.46
2026-03-25,WH02,P00616,60,0,8,0,0,8,100.0,0.0
2026-06-09,WH10,P00666,60,0,57,0,0,57,100.0,0.0
2026-05-30,WH04,P02538,60,84,75,0,218,-9,12.0,88.0
2025-01-19,WH08,P01880,14,0,0,0,0,0,0.0,100.0
2025-12-21,WH09,P03498,60,0,56,0,0,56,100.0,0.0
2025-08-24,WH03,P01516,7,1,0,0,2,-1,,
2026-10-06,WH01,P03037,7,6,2,1,11,-4,200.0,0.0
2025-02-25,WH10,P04085,30,11,6,0,29,-5,83.33,16.67
2025-02-24,WH10,P01317,7,0,0,0,0,0,0.0,100.0
2025-02-07,WH06,P01737,14,5,3,0,11,-2,66.67,33.33
2025-05-08,WH11,P03177,14,6,7,0,13,1,14.29,85.71
2025-10-08,WH09,P02824,7,3,3,1,5,0,0.0,100.0
2025-07-03,WH08,P03620,7,7,16,1,13,9,56.25,43.75
2026-02-05,WH09,P03287,14,0,0,0,0,0,0.0,100.0
2026-01-17,WH11,P03004,14,2,3,0,4,1,33.33,66.67
2025-07-30,WH11,P01879,30,26,11,0,68,-15,136.36,0.0
2025-08-21,WH04,P04786,30,0,0,0,0,0,0.0,100.0
2025-03-12,WH04,P04920,30,11,4,0,29,-7,175.0,0.0
2026-06-10,WH09,P03149,30,4,7,0,10,3,42.86,57.14
2025-07-31,WH07,P04767,60,109,87,0,283,-22,25.29,74.71
2025-09-30,WH10,P02401,7,113,70,66,160,-43,61.43,38.57
2026-04-06,WH04,P02108,7,1,0,0,2,-1,,
2025-03-16,WH12,P02666,60,26,45,0,68,19,42.22,57.78
2025-12-05,WH06,P04686,60,0,107,0,0,107,100.0,0.0
2025-07-31,WH12,P00306,30,4,2,0,10,-2,100.0,0.0
2025-06-06,WH12,P02852,14,1,2,0,2,1,50.0,50.0
2025-12-11,WH08,P02691,7,22,18,0,46,-4,22.22,77.78
2026-03-25,WH04,P02922,60,2,12,0,5,10,83.33,16.67
2026-07-11,WH12,P01335,60,8,7,0,21,-1,14.29,85.71
2025-08-29,WH01,P00178,60,13,2,0,34,-11,550.0,0.0
2026-10-15,WH11,P03877,60,0,0,0,0,0,0.0,100.0
2025-11-05,WH09,P03848,14,0,0,0,0,0,0.0,100.0
2026-03-26,WH11,P03562,30,15,0,0,39,-15,,
2026-10-25,WH01,P03294,14,2,5,0,5,3,60.0,40.0
2025-04-19,WH05,P03144,60,0,72,0,0,72,100.0,0.0
2025-04-04,WH12,P02623,30,5,6,0,13,1,16.67,83.33
2026-03-21,WH01,P04966,14,1,4,0,2,3,75.0,25.0
2025-03-26,WH11,P00784,60,108,77,0,281,-31,40.26,59.74
2025-01-17,WH01,P01650,30,12,18,0,31,6,33.33,66.67
2025-04-17,WH09,P02110,30,12,14,0,31,2,14.29,85.71
2026-01-14,WH02,P04652,30,0,10,0,0,10,100.0,0.0
2026-03-29,WH02,P02975,60,0,0,0,0,0,0.0,100.0
2025-08-17,WH11,P04748,60,0,24,0,0,24,100.0,0.0
2026-04-18,WH01,P03551,7,2,1,0,4,-1,100.0,0.0
2025-05-27,WH10,P01968,60,3,0,0,8,-3,,
2025-11-30,WH03,P02773,7,1,1,0,2,0,0.0,100.0
2026-05-26,WH10,P02281,7,2,1,0,4,-1,100.0,0.0
2025-06-07,WH08,P00745,7,0,1,0,0,1,100.0,0.0
2025-08-22,WH09,P01202,60,25,0,0,65,-25,,
2025-12-09,WH02,P03472,30,0,1,0,0,1,100.0,0.0
2026-03-19,WH03,P02732,7,4,4,0,8,0,0.0,100.0
2025-05-24,WH11,P03877,14,48,19,0,103,-29,152.63,0.0
2025-01-26,WH03,P03155,14,3,6,0,6,3,50.0,50.0
2026-09-25,WH11,P04963,14,8,7,3,13,-1,14.29,85.71
2026-08-26,WH06,P03787,60,16,18,0,42,2,11.11,88.89
2026-05-25,WH11,P00189,60,0,374,0,0,374,100.0,0.0
2026-02-06,WH10,P01216,14,2,3,0,4,1,33.33,66.67
2026-03-28,WH06,P00278,30,0,10,0,0,10,100.0,0.0
2025-05-28,WH04,P01743,7,1,1,0,2,0,0.0,100.0
2025-06-29,WH09,P04181,14,5,0,0,11,-5,,
2025-06-28,WH07,P04247,60,14,0,0,36,-14,,
2025-10-20,WH08,P03129,30,6,0,0,16,-6,,
2025-12-12,WH11,P02401,7,51,56,30,72,5,8.93,91.07
2025-01-15,WH10,P01655,60,99,48,0,257,-51,106.25,0.0
2026-09-19,WH11,P02762,7,1,2,0,2,1,50.0,50.0
2025-10-18,WH12,P04111,7,0,0,0,0,0,0.0,100.0
2025-06-27,WH12,P01034,60,72,37,8,136,-35,94.59,5.41
2026-06-03,WH09,P02478,60,34,0,0,88,-34,,
2025-11-05,WH01,P03641,30,20,17,0,52,-3,17.65,82.35
2026-05-11,WH03,P01634,14,2,6,0,4,4,66.67,33.33
2025-02-03,WH06,P02434,14,28,11,0,60,-17,154.55,0.0
2025-10-26,WH11,P00033,60,85,0,0,221,-85,,
2026-02-06,WH08,P00976,30,96,56,0,204,-40,71.43,28.57
2026-06-19,WH01,P01180,14,3,0,0,6,-3,,
2026-04-05,WH07,P00164,30,0,47,0,0,47,100.0,0.0
2026-10-06,WH04,P02827,14,29,19,0,62,-10,52.63,47.37
2025-03-01,WH05,P03882,30,2,4,0,5,2,50.0,50.0
2026-09-09,WH09,P00830,7,50,13,26,74,-37,284.62,0.0
2025-06-02,WH11,P03347,30,5,15,0,13,10,66.67,33.33
2026-06-11,WH04,P02732,14,6,1,0,15,-5,500.0,0.0
2025-12-06,WH09,P00016,30,0,2,0,0,2,100.0,0.0
2026-04-16,WH06,P00818,7,0,0,0,0,0,0.0,100.0
2025-08-15,WH06,P04918,30,0,78,0,0,78,100.0,0.0
2026-02-11,WH09,P02922,14,1,2,0,2,1,50.0,50.0
2026-02-02,WH11,P02284,60,20,8,0,52,-12,150.0,0.0
2025-05-01,WH12,P02662,7,4,6,1,7,2,33.33,66.67
2025-12-26,WH11,P03769,14,4,3,0,9,-1,33.33,66.67
2025-04-01,WH04,P03939,60,7,21,0,18,14,66.67,33.33
2025-01-21,WH12,P03771,30,12,17,0,31,5,29.41,70.59
2025-11-10,WH04,P00865,7,3,2,1,5,-1,50.0,50.0
2026-05-21,WH06,P04787,30,0,15,0,0,15,100.0,0.0
2025-10-31,WH01,P02401,30,212,259,30,394,47,18.15,81.85
2025-03-01,WH04,P01014,30,34,74,0,70,40,54.05,45.95
2025-08-29,WH03,P00230,14,1,0,0,2,-1,,
2026-06-13,WH01,P03618,60,115,101,41,189,-14,13.86,86.14
2025-01-25,WH04,P01935,30,10,0,0,26,-10,,
2026-06-27,WH08,P00728,7,5,2,1,9,-3,150.0,0.0
2025-10-17,WH02,P00298,7,2,1,0,4,-1,100.0,0.0
2026-03-15,WH11,P00290,30,50,38,0,130,-12,31.58,68.42
2026-03-22,WH11,P02015,7,0,1,0,0,1,100.0,0.0
2025-02-01,WH12,P02166,7,3,1,1,5,-2,200.0,0.0
2025-04-17,WH09,P00626,60,193,27,0,502,-166,614.81,0.0
2025-01-16,WH09,P00564,14,3,5,0,6,2,40.0,60.0
2026-07-09,WH01,P02401,30,55,121,7,103,66,54.55,45.45
2025-02-27,WH11,P00189,60,0,124,0,0,124,100.0,0.0
2026-07-11,WH01,P03363,30,31,64,0,81,33,51.56,48.44
2025-06-13,WH12,P04816,7,0,0,0,0,0,0.0,100.0
2025-11-10,WH04,P03769,60,0,17,0,0,17,100.0,0.0
2026-06-19,WH07,P02014,30,0,99,0,0,99,100.0,0.0
2025-10-30,WH06,P01403,30,4,5,0,10,1,20.0,80.0
2025-10-02,WH08,P00526,14,1,2,0,2,1,50.0,50.0
2026-03-15,WH05,P04591,60,4,6,0,10,2,33.33,66.67
2025-10-13,WH11,P01727,30,7,10,0,18,3,30.0,70.0
2026-01-31,WH05,P00010,30,13,0,0,34,-13,,
2026-02-04,WH10,P04006,14,0,0,0,0,0,0.0,100.0
2026-07-15,WH04,P04767,60,0,0,0,0,0,0.0,100.0
2025-06-03,WH02,P03123,30,0,4,0,0,4,100.0,0.0
2025-02-19,WH09,P03462,14,0,1,0,0,1,100.0,0.0
2025-08-09,WH01,P02027,30,7,16,0,18,9,56.25,43.75
2026-02-09,WH05,P04145,60,0,0,0,0,0,0.0,100.0
2025-12-29,WH12,P03347,60,0,27,0,0,27,100.0,0.0
2025-06-29,WH08,P00734,30,36,170,0,94,134,78.82,21.18
2026-05-29,WH02,P00864,7,1,0,0,2,-1,,
2026-05-04,WH07,P00221,7,1,1,0,2,0,0.0,100.0
2025-02-08,WH11,P00903,60,10,63,0,26,53,84.13,15.87
2026-05-18,WH10,P04954,30,0,0,0,0,0,0.0,100.0
2025-12-04,WH01,P04682,14,59,53,23,95,-6,11.32,88.68
2026-06-25,WH09,P01567,7,0,0,0,0,0,0.0,100.0
