purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,po_status,ordered_units,received_units,unit_cost,purchase_value
PO010219,SUP196,WH02,2025-05-04,2025-06-08,2025-06-07,Received,273,273,8.23,2246.79
PO010220,SUP245,WH09,2026-02-19,2026-03-04,2026-03-04,Received,204,204,123.05,25102.2
PO010221,SUP225,WH08,2025-09-25,2025-11-11,2025-11-13,Received,2241,2241,105.79,237075.39
PO010222,SUP019,WH01,2026-10-31,2026-11-13,2026-11-13,Received,144,144,13.04,1877.76
PO010223,SUP171,WH01,2026-07-13,2026-09-06,2026-09-04,Received,197,197,7.93,1562.21
PO010224,SUP035,WH02,2026-03-25,2026-04-25,2026-04-23,Received,123,123,45.75,5627.25
PO010225,SUP019,WH11,2026-09-16,2026-09-30,2026-09-29,Received,163,163,46.46,7572.98
PO010226,SUP171,WH02,2026-04-27,2026-06-16,2026-06-16,Received,129,129,13.36,1723.44
PO010227,SUP056,WH11,2025-03-06,2025-03-14,2025-03-13,Received,142,142,15.6,2215.2
PO010228,SUP250,WH02,2025-03-22,2025-05-16,2025-05-14,Received,304,304,7.16,2176.64
PO010229,SUP102,WH06,2025-11-24,2025-12-10,2025-12-10,Received,262,262,27.71,7260.02
PO010230,SUP211,WH06,2026-06-01,2026-06-24,2026-06-27,Received,823,823,2.61,2148.03
PO010231,SUP087,WH01,2026-11-06,2026-11-13,2026-11-12,Received,182,182,12.47,2269.54
PO010232,SUP258,WH02,2026-07-18,2026-08-26,2026-08-23,Received,164,164,11.22,1840.08
PO010233,SUP274,WH12,2026-08-23,2026-09-08,2026-09-07,Received,90,90,44.36,3992.4
PO010234,SUP099,WH03,2025-01-01,2025-01-18,2025-01-16,Received,261,261,10.93,2852.73
PO010235,SUP020,WH08,2026-12-04,2026-12-11,,In Transit,118,0,61.18,7219.24
PO010236,SUP225,WH09,2025-08-15,2025-10-01,2025-09-29,Received,2390,2390,108.83,260103.7
PO010237,SUP159,WH11,2025-04-25,2025-05-07,2025-05-05,Partially Received,725,390,2.2,1595.0
PO010238,SUP171,WH03,2025-05-02,2025-06-25,2025-06-22,Partially Received,298,183,5.5,1639.0
PO010239,SUP194,WH09,2025-12-14,2025-12-17,2025-12-15,Received,399,399,4.99,1991.01
PO010240,SUP211,WH11,2026-11-10,2026-12-03,2026-12-05,Received,240,240,14.03,3367.2
PO010241,SUP219,WH06,2026-12-31,2027-01-20,,In Transit,525,0,4.2,2205.0
PO010242,SUP115,WH10,2025-07-23,2025-08-27,2025-08-27,Received,252,252,12.27,3092.04
PO010243,SUP050,WH08,2026-08-09,2026-10-13,2026-10-10,Received,112,112,19.21,2151.52
PO010244,SUP022,WH10,2026-05-18,2026-07-07,2026-07-04,Partially Received,365,266,8.68,3168.2
PO010245,SUP031,WH02,2026-12-26,2027-01-21,,In Transit,240,0,37.71,9050.4
PO010246,SUP182,WH06,2026-09-08,2026-09-18,2026-09-18,Received,462,462,4.17,1926.54
PO010247,SUP061,WH08,2026-02-13,2026-03-01,2026-02-28,Received,18926,18926,9.35,176958.1
PO010248,SUP052,WH03,2026-04-04,2026-06-05,2026-06-05,Received,821,821,2.38,1953.98
PO010249,SUP274,WH01,2026-05-06,2026-05-23,2026-05-23,Received,223,223,22.39,4992.97
PO010250,SUP149,WH05,2026-11-11,2027-01-09,2027-01-09,Received,283,283,12.46,3526.18
PO010251,SUP068,WH04,2025-03-19,2025-04-17,2025-04-16,Received,217,217,12.45,2701.65
PO010252,SUP241,WH09,2025-06-22,2025-07-15,2025-07-15,Received,130,130,29.67,3857.1
PO010253,SUP270,WH08,2025-03-03,2025-03-25,2025-03-22,Received,481,481,5.66,2722.46
PO010254,SUP115,WH04,2025-11-10,2025-12-21,2025-12-19,Partially Received,536,200,3.23,1731.28
PO010255,SUP030,WH08,2026-09-17,2026-09-24,2026-09-23,Received,160,160,14.09,2254.4
PO010256,SUP030,WH12,2026-05-31,2026-06-09,2026-06-08,Received,297,297,10.35,3073.95
PO010257,SUP270,WH03,2025-11-05,2025-11-23,2025-11-24,Received,266,266,21.32,5671.12
PO010258,SUP061,WH10,2025-08-28,2025-09-13,2025-09-13,Received,9542,9542,9.29,88645.18
PO010259,SUP052,WH06,2026-10-12,2026-12-01,2026-11-29,Partially Received,343,130,7.51,2575.93
PO010260,SUP245,WH11,2026-07-28,2026-08-10,2026-08-08,Received,407,407,7.2,2930.4
PO010261,SUP115,WH02,2025-03-30,2025-05-11,2025-05-08,Received,257,257,29.65,7620.05
PO010262,SUP006,WH03,2025-01-08,2025-02-15,2025-02-12,Received,233,233,8.52,1985.16
PO010263,SUP022,WH07,2026-05-10,2026-06-29,2026-06-28,Received,457,457,8.65,3953.05
PO010264,SUP102,WH03,2025-06-19,2025-07-08,2025-07-06,Received,270,270,25.13,6785.1
PO010265,SUP174,WH05,2025-03-14,2025-04-12,2025-04-10,Received,192,192,16.48,3164.16
PO010266,SUP218,WH08,2025-10-11,2025-12-06,2025-12-03,Received,304,304,24.06,7314.24
PO010267,SUP116,WH02,2025-10-26,2025-11-08,2025-11-07,Partially Received,375,312,7.77,2913.75
PO010268,SUP271,WH06,2026-07-14,2026-08-21,2026-08-19,Received,220,220,5.13,1128.6
PO010269,SUP102,WH09,2026-01-04,2026-01-23,2026-01-22,Received,433,433,24.61,10656.13
PO010270,SUP104,WH03,2025-01-10,2025-02-01,2025-02-07,Received,144,144,29.78,4288.32
PO010271,SUP115,WH11,2025-04-07,2025-05-16,2025-05-13,Received,325,325,12.79,4156.75
PO010272,SUP022,WH06,2026-06-06,2026-07-28,2026-07-27,Received,319,319,7.94,2532.86
PO010273,SUP104,WH03,2026-05-27,2026-06-18,2026-06-17,Received,132,132,28.48,3759.36
PO010274,SUP225,WH08,2026-08-20,2026-10-06,2026-10-05,Received,3431,3431,109.24,374802.44
PO010275,SUP294,WH01,2025-10-02,2025-11-03,2025-11-02,Received,410,410,10.42,4272.2
PO010276,SUP075,WH11,2025-06-05,2025-06-28,2025-06-26,Received,514,514,6.27,3222.78
PO010277,SUP207,WH01,2026-03-28,2026-04-24,2026-04-21,Received,256,256,9.49,2429.44
PO010278,SUP143,WH11,2026-01-14,2026-02-27,2026-02-24,Received,361,361,9.62,3472.82
PO010279,SUP274,WH02,2026-09-10,2026-09-29,2026-09-29,Received,458,458,4.83,2212.14
PO010280,SUP061,WH08,2025-11-05,2025-11-21,2025-11-19,Received,10633,10633,9.45,100481.85
PO010281,SUP035,WH11,2026-05-10,2026-06-05,2026-06-04,Received,175,175,10.41,1821.75
PO010282,SUP115,WH07,2026-05-25,2026-06-28,2026-06-27,Received,348,348,9.21,3205.08
PO010283,SUP294,WH06,2025-04-21,2025-06-01,2025-05-29,Received,618,618,1.52,939.36
PO010284,SUP084,WH02,2025-02-12,2025-03-26,2025-03-27,Received,287,287,11.42,3277.54
PO010285,SUP176,WH01,2026-01-11,2026-03-08,2026-03-08,Received,365,365,10.74,3920.1
PO010286,SUP115,WH11,2025-12-07,2026-01-13,2026-01-11,Received,287,287,8.28,2376.36
PO010287,SUP019,WH04,2025-07-13,2025-07-27,2025-07-27,Partially Received,145,96,45.48,6594.6
PO010288,SUP274,WH05,2026-02-18,2026-03-09,2026-03-06,Received,394,394,7.58,2986.52
PO010289,SUP077,WH07,2026-06-29,2026-07-24,2026-07-24,Received,304,304,13.0,3952.0
PO010290,SUP121,WH04,2026-08-08,2026-08-20,2026-08-17,Received,514,514,3.47,1783.58
PO010291,SUP053,WH08,2026-10-09,2026-10-23,2026-10-20,Received,258,258,7.66,1976.28
PO010292,SUP190,WH11,2025-02-02,2025-03-21,2025-03-20,Received,267,267,7.29,1946.43
PO010293,SUP046,WH12,2026-03-24,2026-04-12,2026-04-11,Received,365,365,22.88,8351.2
PO010294,SUP176,WH09,2025-05-28,2025-07-11,2025-07-14,Received,307,307,12.03,3693.21
PO010295,SUP022,WH11,2026-05-16,2026-07-19,2026-07-17,Received,234,234,6.72,1572.48
PO010296,SUP176,WH11,2025-08-20,2025-10-03,2025-09-30,Received,669,669,12.14,8121.66
PO010297,SUP191,WH09,2026-02-26,2026-04-18,,Cancelled,330,0,3.76,1240.8
PO010298,SUP292,WH12,2025-08-24,2025-09-23,,Cancelled,450,0,11.92,5364.0
PO010299,SUP052,WH02,2025-06-18,2025-08-15,2025-08-14,Received,40,40,129.29,5171.6
PO010300,SUP176,WH07,2025-06-20,2025-08-06,2025-08-05,Received,170,170,24.78,4212.6
PO010301,SUP171,WH02,2025-04-14,2025-06-08,2025-06-07,Received,218,218,25.65,5591.7
PO010302,SUP017,WH10,2026-11-07,2026-11-22,2026-11-19,Received,272,272,5.16,1403.52
PO010303,SUP061,WH01,2025-11-11,2025-11-27,2025-11-27,Received,15828,15828,9.71,153689.88
PO010304,SUP077,WH08,2025-06-12,2025-07-02,2025-06-29,Received,274,274,14.55,3986.7
PO010305,SUP061,WH04,2025-08-24,2025-09-09,2025-09-07,Received,7832,7832,9.54,74717.28
PO010306,SUP294,WH01,2025-09-25,2025-10-31,2025-10-30,Received,220,220,14.93,3284.6
PO010307,SUP115,WH09,2026-06-05,2026-07-09,2026-07-08,Received,272,272,17.0,4624.0
PO010308,SUP153,WH12,2026-04-03,2026-05-13,2026-05-11,Received,324,324,8.74,2831.76
PO010309,SUP138,WH09,2025-01-22,2025-02-08,2025-02-05,Received,238,238,11.27,2682.26
PO010310,SUP018,WH02,2026-06-23,2026-08-03,2026-07-31,Received,371,371,9.71,3602.41
PO010311,SUP058,WH11,2025-04-27,2025-05-06,2025-05-05,Received,270,270,15.2,4104.0
PO010312,SUP261,WH10,2025-03-25,2025-05-17,2025-05-14,Received,230,230,16.84,3873.2
PO010313,SUP159,WH12,2025-11-20,2025-12-02,2025-11-30,Received,871,871,2.11,1837.81
PO010314,SUP159,WH02,2026-02-13,2026-02-25,2026-03-02,Received,238,238,16.43,3910.34
PO010315,SUP274,WH07,2026-12-15,2027-01-07,,In Transit,448,0,5.75,2576.0
PO010316,SUP261,WH02,2025-05-13,2025-07-10,2025-07-07,Received,636,636,1.62,1030.32
PO010317,SUP115,WH02,2025-05-28,2025-07-13,2025-07-10,Received,509,509,3.07,1562.63
PO010318,SUP022,WH09,2025-09-06,2025-11-06,2025-11-06,Received,416,416,6.13,2550.08
PO010319,SUP199,WH10,2025-04-25,2025-05-29,2025-05-26,Received,171,171,31.72,5424.12
PO010320,SUP218,WH05,2025-08-12,2025-10-04,2025-10-01,Received,282,282,5.06,1426.92
PO010321,SUP022,WH09,2025-01-30,2025-04-03,2025-04-02,Received,520,520,3.63,1887.6
PO010322,SUP022,WH09,2026-06-09,2026-08-15,,Cancelled,264,0,6.29,1660.56
PO010323,SUP275,WH04,2026-10-13,2026-10-17,2026-10-14,Received,259,259,9.46,2450.14
PO010324,SUP077,WH08,2025-08-09,2025-08-29,2025-08-29,Received,407,407,6.58,2678.06
PO010325,SUP042,WH04,2026-03-09,2026-03-27,2026-03-27,Received,436,436,5.45,2376.2
PO010326,SUP174,WH10,2025-04-03,2025-04-30,2025-04-30,Received,193,193,21.41,4132.13
PO010327,SUP073,WH07,2025-07-03,2025-07-25,2025-07-24,Received,399,399,7.94,3168.06
PO010328,SUP008,WH03,2025-05-05,2025-05-22,2025-05-20,Received,442,442,5.56,2457.52
PO010329,SUP289,WH09,2025-07-02,2025-08-08,2025-08-06,Received,262,262,11.16,2923.92
PO010330,SUP195,WH12,2025-11-05,2025-12-31,2025-12-30,Received,250,250,24.45,6112.5
PO010331,SUP195,WH08,2026-08-30,2026-10-15,2026-10-19,Received,396,396,7.24,2867.04
PO010332,SUP171,WH04,2026-06-16,2026-08-06,2026-08-05,Partially Received,318,118,15.11,4804.98
PO010333,SUP018,WH09,2026-02-03,2026-03-16,2026-03-16,Received,367,367,9.95,3651.65
PO010334,SUP061,WH04,2025-03-29,2025-04-14,2025-04-14,Received,9416,9416,9.54,89828.64
PO010335,SUP271,WH08,2025-02-05,2025-03-15,2025-03-12,Partially Received,424,282,3.97,1683.28
PO010336,SUP012,WH08,2025-04-14,2025-05-11,2025-05-08,Received,150,150,18.22,2733.0
PO010337,SUP270,WH09,2025-01-05,2025-01-25,2025-01-23,Received,94,94,67.99,6391.06
PO010338,SUP193,WH04,2026-12-27,2027-01-31,,In Transit,457,0,5.43,2481.51
PO010339,SUP018,WH03,2026-11-21,2027-01-15,,In Transit,198,0,9.1,1801.8
PO010340,SUP116,WH03,2026-11-03,2026-11-16,2026-11-15,Received,534,534,6.86,3663.24
PO010341,SUP220,WH06,2026-06-12,2026-08-10,2026-08-08,Received,144,144,50.24,7234.56
PO010342,SUP012,WH10,2025-10-13,2025-11-13,2025-11-11,Received,168,168,54.11,9090.48
PO010343,SUP171,WH12,2025-06-02,2025-07-27,2025-07-24,Received,1184,1184,7.43,8797.12
PO010344,SUP061,WH11,2026-07-25,2026-08-10,2026-08-07,Received,13374,13374,9.76,130530.24
PO010345,SUP274,WH03,2026-01-11,2026-02-02,2026-01-30,Received,264,264,10.79,2848.56
PO010346,SUP012,WH04,2026-05-31,2026-07-02,2026-06-29,Received,590,590,2.52,1486.8
PO010347,SUP052,WH06,2026-08-29,2026-10-25,2026-10-24,Received,124,124,53.36,6616.64
PO010348,SUP170,WH04,2025-06-03,2025-07-02,2025-06-30,Received,147,147,62.82,9234.54
PO010349,SUP210,WH01,2025-01-24,2025-02-16,2025-02-14,Received,186,186,25.33,4711.38
PO010350,SUP069,WH01,2025-03-11,2025-04-19,2025-04-20,Received,461,461,5.4,2489.4
PO010351,SUP022,WH02,2025-05-16,2025-07-15,2025-07-13,Received,222,222,6.83,1516.26
PO010352,SUP188,WH11,2026-05-28,2026-06-26,2026-06-23,Received,109,109,30.04,3274.36
PO010353,SUP102,WH01,2025-04-22,2025-05-06,2025-05-03,Received,1107,1107,11.09,12276.63
PO010354,SUP171,WH08,2025-11-18,2026-01-07,2026-01-05,Received,86,86,28.81,2477.66
PO010355,SUP241,WH04,2025-05-14,2025-06-09,2025-06-11,Received,176,176,30.61,5387.36
PO010356,SUP115,WH04,2025-05-11,2025-06-23,2025-06-22,Received,304,304,8.98,2729.92
PO010357,SUP218,WH07,2025-11-02,2025-12-28,2025-12-25,Received,451,451,23.9,10778.9
PO010358,SUP148,WH01,2025-09-17,2025-10-09,2025-10-07,Received,472,472,5.21,2459.12
PO010359,SUP102,WH10,2026-10-15,2026-11-03,2026-11-03,Received,102,102,44.11,4499.22
PO010360,SUP104,WH11,2026-04-21,2026-05-14,2026-05-13,Received,191,191,36.75,7019.25
PO010361,SUP274,WH01,2026-10-10,2026-10-27,2026-10-30,Received,223,223,22.28,4968.44
PO010362,SUP073,WH06,2025-07-29,2025-08-24,2025-09-06,Received,384,384,4.7,1804.8
PO010363,SUP010,WH05,2026-07-31,2026-09-23,2026-09-21,Received,476,476,5.63,2679.88
PO010364,SUP134,WH11,2025-07-04,2025-08-04,,Cancelled,270,0,13.54,3655.8
PO010365,SUP050,WH09,2026-09-24,2026-12-01,2026-12-02,Received,843,843,7.98,6727.14
PO010366,SUP030,WH07,2025-11-08,2025-11-16,2025-11-16,Received,377,377,7.45,2808.65
PO010367,SUP061,WH04,2026-12-23,2027-01-08,,In Transit,4602,0,9.33,42936.66
PO010368,SUP068,WH11,2025-10-13,2025-11-07,2025-11-07,Received,411,411,7.15,2938.65
PO010369,SUP030,WH02,2025-05-28,2025-06-04,2025-06-01,Received,515,515,3.37,1735.55
PO010370,SUP075,WH11,2026-11-19,2026-12-12,,In Transit,352,0,14.36,5054.72
PO010371,SUP213,WH02,2026-04-07,2026-05-17,2026-05-14,Received,421,421,23.26,9792.46
PO010372,SUP159,WH04,2026-09-21,2026-10-04,2026-10-04,Received,127,127,16.72,2123.44
PO010373,SUP214,WH04,2026-10-29,2026-11-10,2026-11-07,Received,331,331,10.9,3607.9
PO010374,SUP274,WH03,2026-03-18,2026-04-08,2026-04-08,Received,103,103,84.72,8726.16
PO010375,SUP022,WH04,2025-05-15,2025-07-08,2025-07-06,Received,556,556,4.54,2524.24
PO010376,SUP022,WH08,2026-12-29,2027-03-02,,In Transit,518,0,3.64,1885.52
PO010377,SUP028,WH08,2026-02-22,2026-04-15,2026-04-15,Received,205,205,9.37,1920.85
PO010378,SUP274,WH09,2025-06-03,2025-06-23,2025-06-22,Partially Received,225,143,12.3,2767.5
PO010379,SUP032,WH01,2026-04-06,2026-05-31,2026-05-30,Received,96,96,65.92,6328.32
PO010380,SUP176,WH06,2025-08-30,2025-10-24,2025-10-22,Received,183,183,25.22,4615.26
PO010381,SUP134,WH09,2026-04-23,2026-05-18,2026-05-18,Received,619,619,3.89,2407.91
PO010382,SUP097,WH08,2025-06-22,2025-08-16,2025-08-25,Received,234,234,13.58,3177.72
PO010383,SUP012,WH08,2025-11-26,2025-12-22,2025-12-22,Received,428,428,6.34,2713.52
PO010384,SUP061,WH04,2026-12-24,2027-01-09,,In Transit,10197,0,9.47,96565.59
PO010385,SUP061,WH01,2025-02-28,2025-03-16,2025-03-13,Received,18100,18100,9.75,176475.0
PO010386,SUP073,WH11,2025-12-23,2026-01-16,2026-01-14,Received,541,541,3.82,2066.62
PO010387,SUP218,WH03,2025-03-13,2025-04-28,2025-04-25,Received,168,168,27.98,4700.64
PO010388,SUP171,WH11,2026-05-03,2026-06-23,2026-06-22,Received,564,564,1.51,851.64
PO010389,SUP064,WH04,2026-04-30,2026-05-10,2026-05-11,Received,363,363,9.03,3277.89
PO010390,SUP159,WH03,2026-07-30,2026-08-11,2026-08-11,Received,675,675,2.98,2011.5
PO010391,SUP194,WH02,2026-11-30,2026-12-03,,In Transit,515,0,7.99,4114.85
PO010392,SUP012,WH07,2025-02-16,2025-03-20,2025-03-17,Received,405,405,11.99,4855.95
PO010393,SUP140,WH08,2026-11-04,2026-12-01,2026-11-30,Received,414,414,6.05,2504.7
PO010394,SUP164,WH04,2026-09-20,2026-10-16,2026-10-14,Received,214,214,9.83,2103.62
PO010395,SUP034,WH04,2026-06-05,2026-07-27,2026-07-26,Received,277,277,5.08,1407.16
PO010396,SUP055,WH10,2025-11-04,2025-11-19,2025-11-18,Received,261,261,5.0,1305.0
PO010397,SUP061,WH11,2025-09-04,2025-09-20,2025-09-17,Received,16973,16973,9.33,158358.09
PO010398,SUP275,WH02,2025-07-11,2025-07-15,2025-07-12,Received,219,219,13.5,2956.5
PO010399,SUP218,WH02,2026-05-23,2026-07-13,2026-07-12,Received,277,277,9.79,2711.83
PO010400,SUP115,WH07,2026-06-23,2026-08-03,2026-08-01,Received,347,347,10.01,3473.47
PO010401,SUP075,WH06,2025-10-25,2025-11-21,2025-11-18,Received,311,311,42.77,13301.47
PO010402,SUP159,WH01,2025-05-31,2025-06-12,2025-06-09,Received,155,155,50.97,7900.35
PO010403,SUP220,WH08,2025-11-24,2026-01-30,2026-01-30,Received,701,701,5.95,4170.95
PO010404,SUP031,WH02,2026-01-30,2026-02-25,2026-02-25,Received,304,304,37.11,11281.44
PO010405,SUP196,WH11,2026-07-14,2026-08-16,,Cancelled,388,0,7.09,2750.92
PO010406,SUP068,WH01,2025-04-20,2025-05-17,2025-05-15,Received,361,361,6.62,2389.82
PO010407,SUP102,WH10,2026-10-20,2026-11-04,2026-11-04,Received,491,491,3.66,1797.06
PO010408,SUP007,WH04,2025-05-30,2025-06-17,2025-06-15,Received,372,372,8.37,3113.64
PO010409,SUP102,WH01,2025-05-26,2025-06-09,2025-06-07,Partially Received,385,338,11.34,4365.9
PO010410,SUP116,WH01,2025-10-22,2025-11-04,2025-11-01,Partially Received,379,162,6.63,2512.77
PO010411,SUP180,WH04,2026-08-17,2026-09-06,2026-09-05,Partially Received,506,350,4.66,2357.96
PO010412,SUP104,WH12,2026-06-24,2026-07-17,2026-07-15,Partially Received,196,156,38.07,7461.72
PO010413,SUP042,WH09,2025-01-02,2025-01-18,2025-01-18,Received,699,699,53.93,37697.07
PO010414,SUP102,WH11,2026-07-13,2026-07-28,2026-08-07,Received,491,491,3.59,1762.69
PO010415,SUP159,WH10,2025-09-03,2025-09-16,2025-09-16,Received,294,294,14.48,4257.12
PO010416,SUP099,WH12,2025-02-16,2025-03-07,2025-03-04,Received,254,254,13.78,3500.12
PO010417,SUP102,WH11,2025-06-01,2025-06-15,2025-06-12,Received,455,455,3.53,1606.15
PO010418,SUP159,WH06,2025-03-15,2025-03-29,2025-03-26,Received,284,284,8.39,2382.76
PO010419,SUP258,WH11,2026-11-26,2027-01-04,,In Transit,94,0,23.41,2200.54
PO010420,SUP082,WH04,2025-05-18,2025-05-30,2025-05-27,Received,526,526,2.46,1293.96
PO010421,SUP121,WH03,2025-04-08,2025-04-22,2025-04-20,Received,107,107,88.08,9424.56
PO010422,SUP012,WH09,2025-09-26,2025-10-24,2025-10-23,Received,682,682,3.04,2073.28
PO010423,SUP102,WH11,2025-05-05,2025-05-21,2025-05-18,Received,334,334,28.41,9488.94
PO010424,SUP036,WH03,2026-03-21,2026-04-14,2026-04-11,Received,379,379,8.7,3297.3
PO010425,SUP152,WH08,2025-06-30,2025-07-10,2025-07-09,Received,231,231,18.64,4305.84
PO010426,SUP270,WH09,2025-01-14,2025-02-08,2025-02-05,Partially Received,196,118,9.89,1938.44
PO010427,SUP075,WH11,2025-08-14,2025-09-09,2025-09-13,Received,214,214,18.93,4051.02
PO010428,SUP115,WH04,2025-05-26,2025-06-30,2025-06-27,Partially Received,304,217,12.69,3857.76
PO010429,SUP201,WH08,2026-03-10,2026-03-25,2026-03-22,Received,871,871,2.33,2029.43
PO010430,SUP274,WH04,2026-01-10,2026-01-27,2026-01-26,Received,146,146,32.56,4753.76
PO010431,SUP116,WH02,2026-11-17,2026-11-30,2026-11-27,Received,793,793,2.12,1681.16
PO010432,SUP147,WH08,2025-12-16,2026-01-04,2026-01-02,Received,181,181,21.34,3862.54
PO010433,SUP050,WH02,2026-11-19,2027-01-13,,In Transit,86,0,76.39,6569.54
PO010434,SUP086,WH04,2025-07-15,2025-08-31,2025-08-28,Received,389,389,3.67,1427.63
PO010435,SUP008,WH09,2025-06-17,2025-07-09,2025-07-09,Received,467,467,4.2,1961.4
PO010436,SUP075,WH03,2025-11-05,2025-11-29,2025-11-27,Received,1175,1175,5.57,6544.75
PO010437,SUP022,WH11,2025-11-05,2026-01-10,2026-01-07,Received,208,208,28.23,5871.84
PO010438,SUP274,WH03,2025-05-27,2025-06-14,2025-06-13,Received,109,109,25.81,2813.29
PO010439,SUP027,WH04,2025-10-28,2025-12-08,2025-12-05,Received,296,296,9.87,2921.52
PO010440,SUP159,WH08,2026-06-02,2026-06-15,2026-06-12,Received,245,245,13.85,3393.25
PO010441,SUP199,WH02,2026-05-17,2026-07-02,2026-06-30,Received,636,636,2.03,1291.08
PO010442,SUP007,WH03,2025-06-26,2025-07-14,2025-07-14,Received,373,373,8.51,3174.23
PO010443,SUP022,WH04,2026-07-13,2026-09-05,2026-09-06,Received,377,377,7.62,2872.74
PO010444,SUP052,WH09,2026-05-03,2026-07-08,2026-07-07,Received,85,85,41.73,3547.05
PO010445,SUP061,WH06,2025-01-06,2025-01-22,2025-01-22,Received,10890,10890,9.77,106395.3
PO010446,SUP034,WH11,2026-11-17,2026-12-29,2026-12-29,Received,365,365,4.84,1766.6
PO010447,SUP027,WH05,2026-05-29,2026-07-07,2026-07-06,Received,496,496,3.96,1964.16
PO010448,SUP248,WH09,2025-08-09,2025-09-13,2025-09-12,Received,414,414,9.89,4094.46
PO010449,SUP019,WH01,2026-01-23,2026-02-08,2026-02-05,Received,509,509,5.0,2545.0
PO010450,SUP258,WH01,2026-04-28,2026-06-05,2026-06-02,Received,357,357,7.42,2648.94
PO010451,SUP052,WH01,2025-03-11,2025-05-02,2025-05-02,Received,77,77,56.13,4322.01
PO010452,SUP247,WH07,2025-03-16,2025-03-23,2025-03-23,Received,148,148,27.61,4086.28
PO010453,SUP064,WH10,2025-10-28,2025-11-08,2025-11-06,Received,444,444,7.63,3387.72
PO010454,SUP022,WH11,2025-08-22,2025-10-21,2025-10-19,Received,108,108,41.89,4524.12
PO010455,SUP121,WH05,2025-04-04,2025-04-18,2025-04-17,Received,105,105,50.05,5255.25
PO010456,SUP045,WH01,2026-05-27,2026-06-17,2026-06-14,Received,398,398,4.53,1802.94
PO010457,SUP075,WH07,2025-07-11,2025-08-03,2025-08-01,Received,535,535,6.63,3547.05
PO010458,SUP171,WH10,2025-12-10,2026-01-30,,Cancelled,619,0,3.8,2352.2
PO010459,SUP104,WH04,2026-09-14,2026-10-07,2026-10-06,Partially Received,130,101,38.04,4945.2
PO010460,SUP099,WH10,2026-11-07,2026-11-28,2026-11-26,Partially Received,157,75,10.93,1716.01
PO010461,SUP194,WH02,2025-03-05,2025-03-08,2025-03-08,Received,441,441,64.57,28475.37
PO010462,SUP077,WH03,2026-04-20,2026-05-12,2026-05-09,Received,126,126,19.53,2460.78
PO010463,SUP159,WH04,2026-02-21,2026-03-05,2026-03-03,Received,378,378,12.77,4827.06
PO010464,SUP088,WH11,2025-07-22,2025-09-01,,Cancelled,112,0,29.53,3307.36
PO010465,SUP052,WH09,2025-01-29,2025-03-30,2025-03-30,Received,127,127,18.23,2315.21
PO010466,SUP012,WH02,2026-11-27,2026-12-23,,In Transit,384,0,4.66,1789.44
PO010467,SUP189,WH04,2026-11-05,2026-11-07,2026-11-06,Received,120,120,89.15,10698.0
PO010468,SUP159,WH07,2025-06-03,2025-06-18,2025-06-18,Received,446,446,3.54,1578.84
PO010469,SUP191,WH04,2026-01-07,2026-02-27,2026-02-25,Received,351,351,4.29,1505.79
PO010470,SUP160,WH09,2025-07-22,2025-08-05,2025-08-03,Received,301,301,3.03,912.03
PO010471,SUP008,WH12,2025-05-23,2025-06-10,2025-06-09,Received,137,137,39.57,5421.09
PO010472,SUP245,WH11,2026-09-12,2026-09-27,2026-09-24,Received,257,257,21.26,5463.82
PO010473,SUP152,WH01,2025-06-26,2025-07-05,2025-07-05,Received,491,491,4.0,1964.0
PO010474,SUP196,WH04,2026-02-07,2026-03-13,2026-03-10,Received,131,131,34.47,4515.57
PO010475,SUP134,WH01,2026-04-07,2026-04-30,2026-04-27,Received,235,235,10.1,2373.5
PO010476,SUP159,WH08,2025-05-31,2025-06-14,2025-06-13,Received,256,256,13.66,3496.96
PO010477,SUP274,WH02,2025-10-19,2025-11-09,2025-11-08,Received,166,166,11.76,1952.16
PO010478,SUP215,WH10,2025-02-24,2025-03-06,2025-03-05,Received,486,486,4.08,1982.88
PO010479,SUP192,WH01,2025-09-28,2025-11-23,2025-11-23,Received,414,414,19.63,8126.82
PO010480,SUP064,WH01,2025-03-26,2025-04-06,2025-04-05,Received,924,924,1.85,1709.4
PO010481,SUP030,WH06,2026-10-24,2026-11-02,2026-11-01,Partially Received,1201,463,5.09,6113.09
PO010482,SUP190,WH08,2025-03-12,2025-04-26,2025-04-23,Partially Received,550,285,3.78,2079.0
PO010483,SUP079,WH10,2026-06-18,2026-07-09,2026-07-09,Received,423,423,6.22,2631.06
PO010484,SUP270,WH05,2026-12-30,2027-01-23,,In Transit,178,0,15.01,2671.78
PO010485,SUP274,WH09,2026-11-16,2026-12-06,2026-12-03,Received,265,265,5.66,1499.9
PO010486,SUP075,WH02,2025-07-30,2025-08-23,2025-08-21,Received,760,760,5.56,4225.6
PO010487,SUP275,WH08,2026-09-25,2026-09-29,2026-09-27,Received,259,259,9.45,2447.55
PO010488,SUP274,WH10,2026-04-24,2026-05-12,2026-05-12,Received,225,225,12.91,2904.75
PO010489,SUP061,WH01,2025-08-30,2025-09-19,2025-09-19,Received,231,231,18.58,4291.98
PO010490,SUP241,WH08,2026-08-29,2026-09-19,2026-09-17,Received,386,386,8.7,3358.2
